"accession","length","host","protein","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"AGV29107","566","Human","HA","H1N1","USA","N","2013/01/05","Influenza A virus (A/Texas/07/2013(H1N1))","","","","","","c"
"AIM39704","566","Human","HA","H1N1","USA","N","2014/01/09","Influenza A virus (A/Texas/08/2014(H1N1))","","","","","","c"
"AGK72479","566","Human","HA","H1N1","USA","N","2011/03/01","Influenza A virus (A/Texas/09/2011(H1N1))","","","","","","c"
"AGK72394","566","Human","HA","H1N1","USA","N","2011/07/03","Influenza A virus (A/Texas/10/2011(H1N1))","","","","","","c"
"AGV28823","566","Human","HA","H1N1","USA","N","2013/03/03","Influenza A virus (A/Texas/10/2013(H1N1))","","","","","","c"
"AKT08165","566","Human","HA","H1N1","USA","N","2014/01/04","Influenza A virus (A/Texas/11/2014(H1N1))","","","","","","c"
"AOT92964","566","Human","HA","H1N1","USA","N","2016/02/21","Influenza A virus (A/Texas/112/2016(H1N1))","","","","","","c"
"ANM94572","566","Human","HA","H1N1","USA","N","2016/03/23","Influenza A virus (A/Texas/128/2016(H1N1))","","","","","","c"
"AGV29040","566","Human","HA","H1N1","USA","N","2013/07/21","Influenza A virus (A/Texas/13/2013(H1N1))","","","","","","c"
"ANM95133","566","Human","HA","H1N1","USA","N","2016/05/09","Influenza A virus (A/Texas/137/2016(H1N1))","","","","","","c"
"AGK73100","566","Human","HA","H1N1","USA","N","2010/11/30","Influenza A virus (A/Texas/14/2010(H1N1))","","","","","","c"
"AOT93393","566","Human","HA","H1N1","USA","N","2016/02/18","Influenza A virus (A/Texas/144/2016(H1N1))","","","","","","c"
"AGV29097","566","Human","HA","H1N1","USA","N","2013/08/15","Influenza A virus (A/Texas/15/2013(H1N1))","","","","","","c"
"AOT93426","566","Human","HA","H1N1","USA","N","2016/03/23","Influenza A virus (A/Texas/157/2016(H1N1))","","","","","","c"
"AIM39988","566","Human","HA","H1N1","USA","N","2014/03/05","Influenza A virus (A/Texas/16/2014(H1N1))","","","","","","c"
"AGL04989","566","Human","HA","H1N1","USA","N","2012/02/01","Influenza A virus (A/Texas/18/2012(H1N1))","","","","","","c"
"ANM91338","566","Human","HA","H1N1","USA","N","2016/02/11","Influenza A virus (A/Texas/18/2016(H1N1))","","","","","","c"
"APW81153","566","Human","HA","H1N1","USA","N","2016/12/12","Influenza A virus (A/Texas/194/2016(H1N1))","","","","","","c"
"APW81867","566","Human","HA","H1N1","USA","N","2016/12/27","Influenza A virus (A/Texas/199/2016(H1N1))","","","","","","c"
"APW81878","566","Human","HA","H1N1","USA","N","2016/12/27","Influenza A virus (A/Texas/200/2016(H1N1))","","","","","","c"
"AQS98345","566","Human","HA","H1N1","USA","N","2017/01/21","Influenza A virus (A/Texas/21/2017(H1N1))","","","","","","c"
"ANM88170","566","Human","HA","H1N1","USA","N","2016/01/20","Influenza A virus (A/Texas/24/2016(H1N1))","","","","","","c"
"AGL05094","566","Human","HA","H1N1","USA","N","2012/02/21","Influenza A virus (A/Texas/26/2012(H1N1))","","","","","","c"
"ALG00494","566","Human","HA","H1N1","USA","N","2013/03/18","Influenza A virus (A/Texas/27/2013(H1N1))","","","","","","c"
"ANM88214","566","Human","HA","H1N1","USA","N","2016/02/07","Influenza A virus (A/Texas/28/2016(H1N1))","","","","","","c"
"ANM88280","566","Human","HA","H1N1","USA","N","2016/02/09","Influenza A virus (A/Texas/31/2016(H1N1))","","","","","","c"
"AQW36216","566","Human","HA","H1N1","USA","N","2017/01/26","Influenza A virus (A/Texas/31/2017(H1N1))","","","","","","c"
"AGL05064","566","Human","HA","H1N1","USA","N","2012/03/12","Influenza A virus (A/Texas/33/2012(H1N1))","","","","","","c"
"AGL05056","566","Human","HA","H1N1","USA","N","2012/03/08","Influenza A virus (A/Texas/34/2012(H1N1))","","","","","","c"
"AHE37976","566","Human","HA","H1N1","USA","N","2013/02/14","Influenza A virus (A/Texas/3425/2013(H1N1))","","","","","","c"
"AHE38025","566","Human","HA","H1N1","USA","N","2013/08/31","Influenza A virus (A/Texas/3474/2013(H1N1))","","","","","","c"
"AGL05068","566","Human","HA","H1N1","USA","N","2012/03/19","Influenza A virus (A/Texas/35/2012(H1N1))","","","","","","c"
"AHG96343","566","Human","HA","H1N1","USA","N","2013/12/04","Influenza A virus (A/Texas/3508/2013(H1N1))","","","","","","c"
"AHG96355","566","Human","HA","H1N1","USA","N","2013/12/13","Influenza A virus (A/Texas/3520/2013(H1N1))","","","","","","c"
"AGL04400","566","Human","HA","H1N1","USA","N","2012/03/07","Influenza A virus (A/Texas/36/2012(H1N1))","","","","","","c"
"AHV83905","566","Human","HA","H1N1","USA","N","2013/12/27","Influenza A virus (A/Texas/3664/2013(H1N1))","","","","","","c"
"AHV83908","566","Human","HA","H1N1","USA","N","2014/01/03","Influenza A virus (A/Texas/3667/2014(H1N1))","","","","","","c"
"AHV83918","566","Human","HA","H1N1","USA","N","2013/12/12","Influenza A virus (A/Texas/3677/2013(H1N1))","","","","","","c"
"AHV83923","566","Human","HA","H1N1","USA","N","2013/12/16","Influenza A virus (A/Texas/3682/2013(H1N1))","","","","","","c"
"AHV83927","566","Human","HA","H1N1","USA","N","2013/12/19","Influenza A virus (A/Texas/3686/2013(H1N1))","","","","","","c"
"AHV83928","566","Human","HA","H1N1","USA","N","2013/12/19","Influenza A virus (A/Texas/3687/2013(H1N1))","","","","","","c"
"AHV83930","566","Human","HA","H1N1","USA","N","2013/12/23","Influenza A virus (A/Texas/3689/2013(H1N1))","","","","","","c"
"ANM89193","566","Human","HA","H1N1","USA","N","2016/02/22","Influenza A virus (A/Texas/39/2016(H1N1))","","","","","","c"
"AIM39868","566","Human","HA","H1N1","USA","N","2013/10/22","Influenza A virus (A/Texas/42/2013(H1N1))","","","","","","c"
"AQY14950","566","Human","HA","H1N1","USA","N","2017/02/06","Influenza A virus (A/Texas/43/2017(H1N1))","","","","","","c"
"ANM89567","566","Human","HA","H1N1","USA","N","2016/03/07","Influenza A virus (A/Texas/46/2016(H1N1))","","","","","","c"
"AGL04595","566","Human","HA","H1N1","USA","N","2012/04/01","Influenza A virus (A/Texas/47/2012(H1N1))","","","","","","c"
"AOT87030","566","Human","HA","H1N1","USA","N","2016/03/07","Influenza A virus (A/Texas/47/2016(H1N1))","","","","","","c"
"APF46433","566","Human","HA","H1N1","USA","N","2016/02/18","Influenza A virus (A/Texas/5028/2016(H1N1))","","","","","","c"
"ANM92152","566","Human","HA","H1N1","USA","N","2016/02/18","Influenza A virus (A/Texas/51/2016(H1N1))","","","","","","c"
"APR73870","566","Human","HA","H1N1","USA","N","2016/03/10","Influenza A virus (A/Texas/5483/2016(H1N1))","","","","","","c"
"ARH17080","566","Human","HA","H1N1","USA","N","2017/02/21","Influenza A virus (A/Texas/63/2017(H1N1))","","","","","","c"
"ANM91613","566","Human","HA","H1N1","USA","N","2016/01/21","Influenza A virus (A/Texas/68/2016(H1N1))","","","","","","c"
"ANM91646","566","Human","HA","H1N1","USA","N","2016/02/07","Influenza A virus (A/Texas/72/2016(H1N1))","","","","","","c"
"ANM91690","566","Human","HA","H1N1","USA","N","2016/02/19","Influenza A virus (A/Texas/81/2016(H1N1))","","","","","","c"
"AIM39896","566","Human","HA","H1N1","USA","N","2013/12/01","Influenza A virus (A/Texas/82/2013(H1N1))","","","","","","c"
"ANM91712","566","Human","HA","H1N1","USA","N","2016/02/27","Influenza A virus (A/Texas/87/2016(H1N1))","","","","","","c"
"AGV28778","566","Human","HA","H1N1","USA","N","2012/10/18","Influenza A virus (A/Texas/90/2012(H1N1))","","","","","","c"
"AIM39920","566","Human","HA","H1N1","USA","N","2013/12/11","Influenza A virus (A/Texas/96/2013(H1N1))","","","","","","c"
"AGV28992","566","Human","HA","H1N1","USA","N","2012/12/17","Influenza A virus (A/Texas/99/2012(H1N1))","","","","","","c"
"AOT92810","566","Human","HA","H1N1","USA","N","2016/02/15","Influenza A virus (A/Texas/99/2016(H1N1))","","","","","","c"
"AGG13951","566","Human","HA","H1N1","USA","N","2012/12/06","Influenza A virus (A/Texas/JMM_52/2012(H1N1))","","","","","","c"
"ADF27905","566","Human","HA","H1N1","USA","N","2010/01/09","Influenza A virus (A/Texas/JMS405/2010(H1N1))","","","","","","c"
"ADF27925","566","Human","HA","H1N1","USA","N","2010/01/11","Influenza A virus (A/Texas/JMS407/2010(H1N1))","","","","","","c"
"ADF27935","566","Human","HA","H1N1","USA","N","2010/01/12","Influenza A virus (A/Texas/JMS408/2010(H1N1))","","","","","","c"
"ADF27945","566","Human","HA","H1N1","USA","N","2010/01/20","Influenza A virus (A/Texas/JMS409/2010(H1N1))","","","","","","c"
"ADF27955","566","Human","HA","H1N1","USA","N","2010/01/22","Influenza A virus (A/Texas/JMS410/2010(H1N1))","","","","","","c"
"ADF27965","566","Human","HA","H1N1","USA","N","2010/01/25","Influenza A virus (A/Texas/JMS411/2010(H1N1))","","","","","","c"
"ADF27985","566","Human","HA","H1N1","USA","N","2010/02/03","Influenza A virus (A/Texas/JMS413/2010(H1N1))","","","","","","c"
"ADF27995","566","Human","HA","H1N1","USA","N","2010/02/04","Influenza A virus (A/Texas/JMS414/2010(H1N1))","","","","","","c"
"ALR83155","566","Human","HA","H1N1","Thailand","T","2014/04/01","Influenza A virus (A/Thailand/BIDI-1/2014(H1N1))","","","","","","c"
"AKA63676","566","Human","HA","H1N1","Thailand","T","2014/06/25","Influenza A virus (A/Thailand/CU-A1058/2014(H1N1))","","","","","","c"
"AKA63680","566","Human","HA","H1N1","Thailand","T","2014/07/24","Influenza A virus (A/Thailand/CU-A1105/2014(H1N1))","","","","","","c"
"AKA63692","566","Human","HA","H1N1","Thailand","T","2014/11/19","Influenza A virus (A/Thailand/CU-A1282/2014(H1N1))","","","","","","c"
"AKA63652","566","Human","HA","H1N1","Thailand","T","2013/09/03","Influenza A virus (A/Thailand/CU-A338/2013(H1N1))","","","","","","c"
"AKA63667","566","Human","HA","H1N1","Thailand","T","2014/04/30","Influenza A virus (A/Thailand/CU-B10114/2014(H1N1))","","","","","","c"
"AKA63675","566","Human","HA","H1N1","Thailand","T","2014/05/21","Influenza A virus (A/Thailand/CU-B10207/2014(H1N1))","","","","","","c"
"AKA63684","566","Human","HA","H1N1","Thailand","T","2014/09/18","Influenza A virus (A/Thailand/CU-B10888/2014(H1N1))","","","","","","c"
"AKA63685","566","Human","HA","H1N1","Thailand","T","2014/09/22","Influenza A virus (A/Thailand/CU-B10909/2014(H1N1))","","","","","","c"
"AKA63697","566","Human","HA","H1N1","Thailand","T","2014/12/03","Influenza A virus (A/Thailand/CU-B11363/2014(H1N1))","","","","","","c"
"AKA63698","566","Human","HA","H1N1","Thailand","T","2014/12/04","Influenza A virus (A/Thailand/CU-B11375/2014(H1N1))","","","","","","c"
"AKA63638","566","Human","HA","H1N1","Thailand","T","2011/03/24","Influenza A virus (A/Thailand/CU-B4656/2011(H1N1))","","","","","","c"
"AKA63639","566","Human","HA","H1N1","Thailand","T","2011/03/30","Influenza A virus (A/Thailand/CU-B4662/2011(H1N1))","","","","","","c"
"AKA63640","566","Human","HA","H1N1","Thailand","T","2011/05/20","Influenza A virus (A/Thailand/CU-B4717/2011(H1N1))","","","","","","c"
"AKA63642","566","Human","HA","H1N1","Thailand","T","2011/08/18","Influenza A virus (A/Thailand/CU-B5356/2011(H1N1))","","","","","","c"
"AKA63643","566","Human","HA","H1N1","Thailand","T","2011/08/27","Influenza A virus (A/Thailand/CU-B5515/2011(H1N1))","","","","","","c"
"AKA63644","566","Human","HA","H1N1","Thailand","T","2012/04/07","Influenza A virus (A/Thailand/CU-B6181/2012(H1N1))","","","","","","c"
"AKA63645","566","Human","HA","H1N1","Thailand","T","2012/04/29","Influenza A virus (A/Thailand/CU-B6213/2012(H1N1))","","","","","","c"
"AKA63646","566","Human","HA","H1N1","Thailand","T","2012/07/28","Influenza A virus (A/Thailand/CU-B6475/2012(H1N1))","","","","","","c"
"AKA63647","566","Human","HA","H1N1","Thailand","T","2012/08/10","Influenza A virus (A/Thailand/CU-B6609/2012(H1N1))","","","","","","c"
"AKA63648","566","Human","HA","H1N1","Thailand","T","2012/09/01","Influenza A virus (A/Thailand/CU-B6801/2012(H1N1))","","","","","","c"
"AKA63649","566","Human","HA","H1N1","Thailand","T","2013/06/28","Influenza A virus (A/Thailand/CU-B8091/2013(H1N1))","","","","","","c"
"AKA63651","566","Human","HA","H1N1","Thailand","T","2013/08/25","Influenza A virus (A/Thailand/CU-B8250/2013(H1N1))","","","","","","c"
"AKA63654","566","Human","HA","H1N1","Thailand","T","2013/10/20","Influenza A virus (A/Thailand/CU-B8665/2013(H1N1))","","","","","","c"
"AKA63657","566","Human","HA","H1N1","Thailand","T","2014/01/31","Influenza A virus (A/Thailand/CU-B8908/2014(H1N1))","","","","","","c"
"AKA63660","566","Human","HA","H1N1","Thailand","T","2014/02/04","Influenza A virus (A/Thailand/CU-B9024/2014(H1N1))","","","","","","c"
"AKA63661","566","Human","HA","H1N1","Thailand","T","2014/02/08","Influenza A virus (A/Thailand/CU-B9037/2014(H1N1))","","","","","","c"
"AKA63663","566","Human","HA","H1N1","Thailand","T","2014/02/24","Influenza A virus (A/Thailand/CU-B9225/2014(H1N1))","","","","","","c"
"AKA63687","566","Human","HA","H1N1","Thailand","T","2014/09/10","Influenza A virus (A/Thailand/CU-C5062/2014(H1N1))","","","","","","c"
"AKA63695","566","Human","HA","H1N1","Thailand","T","2014/11/19","Influenza A virus (A/Thailand/CU-C5263/2014(H1N1))","","","","","","c"
"ADV17333","566","Human","HA","H1N1","Thailand","T","2010/03/31","Influenza A virus (A/Thailand/CU-H1821/2010(H1N1))","","","","","","c"
"AEA72740","566","Human","HA","H1N1","Thailand","T","2010/08/17","Influenza A virus (A/Thailand/CU-H2176/2010(H1N1))","","","","","","c"
"AEA72750","566","Human","HA","H1N1","Thailand","T","2010/08/31","Influenza A virus (A/Thailand/CU-H2283/2010(H1N1))","","","","","","c"
"AEA72777","566","Human","HA","H1N1","Thailand","T","2010/09/13","Influenza A virus (A/Thailand/CU-H2417/2010(H1N1))","","","","","","c"
"AKA63666","566","Human","HA","H1N1","Thailand","T","2014/03/20","Influenza A virus (A/Thailand/CU-H3632/2014(H1N1))","","","","","","c"
"ADK26548","575","Human","HA","H1N1","Thailand","T","2010/01/11","Influenza A virus (A/Thailand/CU-MV10/2010(H1N1))","","","","","","c"
"ADK26544","575","Human","HA","H1N1","Thailand","T","2010/01/18","Influenza A virus (A/Thailand/CU-MV6/2010(H1N1))","","","","","","c"
"ADK26545","571","Human","HA","H1N1","Thailand","T","2010/01/21","Influenza A virus (A/Thailand/CU-MV7/2010(H1N1))","","","","","","c"
"ADK26546","575","Human","HA","H1N1","Thailand","T","2010/01/22","Influenza A virus (A/Thailand/CU-MV8/2010(H1N1))","","","","","","c"
"ADV17303","566","Human","HA","H1N1","Thailand","T","2010/01/18","Influenza A virus (A/Thailand/H1255/2010(H1N1))","","","","","","c"
"ADV17323","566","Human","HA","H1N1","Thailand","T","2010/03/29","Influenza A virus (A/Thailand/H1818/2010(H1N1))","","","","","","c"
"AHA11493","566","Human","HA","H1N1","Thailand","T","2012/07/28","Influenza A virus (A/Thailand/ICRC-BKK4/2012(H1N1))","","","","","","c"
"AHA11494","566","Human","HA","H1N1","Thailand","T","2012/07/30","Influenza A virus (A/Thailand/ICRC-BKK5/2012(H1N1))","","","","","","c"
"AFB40604","566","Human","HA","H1N1","Thailand","T","2010/09","Influenza A virus (A/Thailand/ICRC-NSN1/2010(H1N1))","","","","","","c"
"AJK00125","566","Human","HA","H1N1","Thailand","T","2010/02/07","Influenza A virus (A/Thailand/IY07115/2010(H1N1))","","","","","","c"
"AJK00056","566","Human","HA","H1N1","Thailand","T","2010/07/06","Influenza A virus (A/Thailand/KS08356/2010(H1N1))","","","","","","c"
"AJK00012","566","Human","HA","H1N1","Thailand","T","2012/08/19","Influenza A virus (A/Thailand/KS10481/2012(H1N1))","","","","","","c"
"AJK00001","566","Human","HA","H1N1","Thailand","T","2012/11/06","Influenza A virus (A/Thailand/KS10518/2012(H1N1))","","","","","","c"
"AJJ99932","566","Human","HA","H1N1","Thailand","T","2010/10/11","Influenza A virus (A/Thailand/MR10419/2010(H1N1))","","","","","","c"
"AJJ99910","566","Human","HA","H1N1","Thailand","T","2012/02/06","Influenza A virus (A/Thailand/MR10580/2012(H1N1))","","","","","","c"
"AJJ99899","566","Human","HA","H1N1","Thailand","T","2012/08/17","Influenza A virus (A/Thailand/MR11669/2012(H1N1))","","","","","","c"
"AJJ99866","566","Human","HA","H1N1","Thailand","T","2010/04/12","Influenza A virus (A/Thailand/PY08090/2010(H1N1))","","","","","","c"
"AJJ99855","566","Human","HA","H1N1","Thailand","T","2010/09/13","Influenza A virus (A/Thailand/PY08173/2010(H1N1))","","","","","","c"
"AJJ99833","566","Human","HA","H1N1","Thailand","T","2012/08/27","Influenza A virus (A/Thailand/PY12436/2012(H1N1))","","","","","","c"
"AJJ99289","566","Human","HA","H1N1","Thailand","T","2010/08/02","Influenza A virus (A/Thailand/SN10415/2010(H1N1))","","","","","","c"
"AJJ99730","566","Human","HA","H1N1","Thailand","T","2011/05/06","Influenza A virus (A/Thailand/SN10560/2011(H1N1))","","","","","","c"
"AJJ99719","566","Human","HA","H1N1","Thailand","T","2011/08/18","Influenza A virus (A/Thailand/SN11618/2011(H1N1))","","","","","","c"
"AJJ99708","566","Human","HA","H1N1","Thailand","T","2011/08/16","Influenza A virus (A/Thailand/SN11641/2011(H1N1))","","","","","","c"
"AJJ99697","566","Human","HA","H1N1","Thailand","T","2011/10/17","Influenza A virus (A/Thailand/SN11667/2011(H1N1))","","","","","","c"
"AJJ99686","566","Human","HA","H1N1","Thailand","T","2012/07/13","Influenza A virus (A/Thailand/SN11783/2012(H1N1))","","","","","","c"
"AJJ99675","566","Human","HA","H1N1","Thailand","T","2012/11/08","Influenza A virus (A/Thailand/SN11851/2012(H1N1))","","","","","","c"
"AJJ99582","566","Human","HA","H1N1","Thailand","T","2010/01/12","Influenza A virus (A/Thailand/SP08358/2010(H1N1))","","","","","","c"
"AJJ99571","566","Human","HA","H1N1","Thailand","T","2010/09/15","Influenza A virus (A/Thailand/SP10462/2010(H1N1))","","","","","","c"
"AJJ99549","566","Human","HA","H1N1","Thailand","T","2011/03/21","Influenza A virus (A/Thailand/SP10502/2011(H1N1))","","","","","","c"
"AJJ99538","566","Human","HA","H1N1","Thailand","T","2012/07/30","Influenza A virus (A/Thailand/SP11686/2012(H1N1))","","","","","","c"
"AJJ99255","566","Human","HA","H1N1","Thailand","T","2012/10/15","Influenza A virus (A/Thailand/SP11743/2012(H1N1))","","","","","","c"
"AJJ99527","566","Human","HA","H1N1","Thailand","T","2012/11/28","Influenza A virus (A/Thailand/SP11755/2012(H1N1))","","","","","","c"
"AJJ99505","566","Human","HA","H1N1","Thailand","T","2010/09/01","Influenza A virus (A/Thailand/SR08103/2010(H1N1))","","","","","","c"
"AJJ99483","566","Human","HA","H1N1","Thailand","T","2012/07/12","Influenza A virus (A/Thailand/SR10340/2012(H1N1))","","","","","","c"
"AHB59390","566","Human","HA","H1N1","Thailand","T","2010/08/24","Influenza A virus (A/Thailand/SirirajICRC_BKK_1/2010(H1N1))","","","","","","c"
"AHB59391","566","Human","HA","H1N1","Thailand","T","2010/08/26","Influenza A virus (A/Thailand/SirirajICRC_BKK_2/2010(H1N1))","","","","","","c"
"AHB59392","566","Human","HA","H1N1","Thailand","T","2010/08/30","Influenza A virus (A/Thailand/SirirajICRC_BKK_7/2010(H1N1))","","","","","","c"
"AHB59393","566","Human","HA","H1N1","Thailand","T","2010/09/01","Influenza A virus (A/Thailand/SirirajICRC_BKK_9/2010(H1N1))","","","","","","c"
"AHB59404","566","Human","HA","H1N1","Thailand","T","2011/06/03","Influenza A virus (A/Thailand/SirirajICRC_NMA_10/2011(H1N1))","","","","","","c"
"AHB59405","566","Human","HA","H1N1","Thailand","T","2011/06/03","Influenza A virus (A/Thailand/SirirajICRC_NMA_11/2011(H1N1))","","","","","","c"
"AHB59406","566","Human","HA","H1N1","Thailand","T","2011/06/03","Influenza A virus (A/Thailand/SirirajICRC_NMA_12/2011(H1N1))","","","","","","c"
"AHB59407","566","Human","HA","H1N1","Thailand","T","2011/06/03","Influenza A virus (A/Thailand/SirirajICRC_NMA_13/2011(H1N1))","","","","","","c"
"AHB59396","566","Human","HA","H1N1","Thailand","T","2011/06/03","Influenza A virus (A/Thailand/SirirajICRC_NMA_2/2011(H1N1))","","","","","","c"
"AHB59397","566","Human","HA","H1N1","Thailand","T","2011/06/03","Influenza A virus (A/Thailand/SirirajICRC_NMA_3/2011(H1N1))","","","","","","c"
"AHB59398","566","Human","HA","H1N1","Thailand","T","2011/06/03","Influenza A virus (A/Thailand/SirirajICRC_NMA_4/2011(H1N1))","","","","","","c"
"AHB59399","566","Human","HA","H1N1","Thailand","T","2011/06/03","Influenza A virus (A/Thailand/SirirajICRC_NMA_5/2011(H1N1))","","","","","","c"
"AHB59400","566","Human","HA","H1N1","Thailand","T","2011/06/03","Influenza A virus (A/Thailand/SirirajICRC_NMA_6/2011(H1N1))","","","","","","c"
"AHB59402","566","Human","HA","H1N1","Thailand","T","2011/06/03","Influenza A virus (A/Thailand/SirirajICRC_NMA_8/2011(H1N1))","","","","","","c"
"AHB59403","566","Human","HA","H1N1","Thailand","T","2011/05/14","Influenza A virus (A/Thailand/SirirajICRC_NMA_9/2011(H1N1))","","","","","","c"
"AHB59388","566","Human","HA","H1N1","Thailand","T","2010/08/31","Influenza A virus (A/Thailand/SirirajICRC_NSN_1/2010(H1N1))","","","","","","c"
"AHB59386","566","Human","HA","H1N1","Thailand","T","2010/01/21","Influenza A virus (A/Thailand/SirirajICRC_SEA-001(34)/2010(H1N1))","","","","","","c"
"AHB59384","566","Human","HA","H1N1","Thailand","T","2010/01/21","Influenza A virus (A/Thailand/SirirajICRC_SEA-002(33)/2010(H1N1))","","","","","","c"
"AHB59383","566","Human","HA","H1N1","Thailand","T","2010/02/02","Influenza A virus (A/Thailand/SirirajICRC_SEA-002(34)/2010(H1N1))","","","","","","c"
"AHB59387","566","Human","HA","H1N1","Thailand","T","2010/01/28","Influenza A virus (A/Thailand/SirirajICRC_SEA-003(33)/2010(H1N1))","","","","","","c"
"AHB59385","566","Human","HA","H1N1","Thailand","T","2010/02/05","Influenza A virus (A/Thailand/SirirajICRC_SEA-003(34)/2010(H1N1))","","","","","","c"
"AHB59394","566","Human","HA","H1N1","Thailand","T","2010/09/01","Influenza A virus (A/Thailand/SrirajICRC_BKK_10/2010(H1N1))","","","","","","c"
"AFE11257","566","Human","HA","H1N1","China","N","2011/01/08","Influenza A virus (A/Tianjinhedong/SWL44/2011(H1N1))","","","","","","c"
"AFE11247","566","Human","HA","H1N1","China","N","2011/01/28","Influenza A virus (A/Tianjinjinnan/SWL41/2011(H1N1))","","","","","","c"
"AFE11277","566","Human","HA","H1N1","China","N","2010/01/02","Influenza A virus (A/Tianjinnankai/SWL49/2010(H1N1))","","","","","","c"
"AEW22726","566","Human","HA","H1N1","Russia","N","2011/02/20","Influenza A virus (A/Tomsk/29/2011(H1N1))","","","","","","c"
"AFH41323","566","Human","HA","H1N1","Russia","N","2012/01/20","Influenza A virus (A/Tomsk/IIV-19/2012(H1N1))","","","","","","c"
"BAM37780","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/KK001/2011(H1N1))","","","","","","c"
"BAM37761","566","Human","HA","H1N1","Japan","N","2010/01","Influenza A virus (A/Tottori/ST462/2010(H1N1))","","","","","","c"
"BAM37762","566","Human","HA","H1N1","Japan","N","2010/01","Influenza A virus (A/Tottori/ST469/2010(H1N1))","","","","","","c"
"BAM37763","566","Human","HA","H1N1","Japan","N","2010/01","Influenza A virus (A/Tottori/ST472/2010(H1N1))","","","","","","c"
"BAM37764","566","Human","HA","H1N1","Japan","N","2010/01","Influenza A virus (A/Tottori/ST474/2010(H1N1))","","","","","","c"
"BAM37766","566","Human","HA","H1N1","Japan","N","2010/01","Influenza A virus (A/Tottori/ST479/2010(H1N1))","","","","","","c"
"BAM37769","566","Human","HA","H1N1","Japan","N","2010/01","Influenza A virus (A/Tottori/ST485/2010(H1N1))","","","","","","c"
"BAM37770","566","Human","HA","H1N1","Japan","N","2010/01","Influenza A virus (A/Tottori/ST486/2010(H1N1))","","","","","","c"
"BAM37771","566","Human","HA","H1N1","Japan","N","2010/01","Influenza A virus (A/Tottori/ST487/2010(H1N1))","","","","","","c"
"BAM37773","566","Human","HA","H1N1","Japan","N","2010/01","Influenza A virus (A/Tottori/ST490/2010(H1N1))","","","","","","c"
"BAM37774","566","Human","HA","H1N1","Japan","N","2010/01","Influenza A virus (A/Tottori/ST494/2010(H1N1))","","","","","","c"
"BAM37776","566","Human","HA","H1N1","Japan","N","2010/02","Influenza A virus (A/Tottori/ST502/2010(H1N1))","","","","","","c"
"BAM37779","566","Human","HA","H1N1","Japan","N","2010/03","Influenza A virus (A/Tottori/ST509/2010(H1N1))","","","","","","c"
"BAM37792","566","Human","HA","H1N1","Japan","N","2010/12","Influenza A virus (A/Tottori/ST510/2010(H1N1))","","","","","","c"
"BAM37795","566","Human","HA","H1N1","Japan","N","2010/12","Influenza A virus (A/Tottori/ST513/2010(H1N1))","","","","","","c"
"BAM37796","566","Human","HA","H1N1","Japan","N","2010/12","Influenza A virus (A/Tottori/ST514/2010(H1N1))","","","","","","c"
"BAM37802","566","Human","HA","H1N1","Japan","N","2010/12","Influenza A virus (A/Tottori/ST523/2010(H1N1))","","","","","","c"
"BAM37804","566","Human","HA","H1N1","Japan","N","2010/12","Influenza A virus (A/Tottori/ST526/2010(H1N1))","","","","","","c"
"BAM37808","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/ST537/2011(H1N1))","","","","","","c"
"BAM37810","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/ST542/2011(H1N1))","","","","","","c"
"BAM37811","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/ST548/2011(H1N1))","","","","","","c"
"BAM37823","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/ST580/2011(H1N1))","","","","","","c"
"BAM37825","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/ST582/2011(H1N1))","","","","","","c"
"BAM37826","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/ST584/2011(H1N1))","","","","","","c"
"BAM37833","566","Human","HA","H1N1","Japan","N","2011/02","Influenza A virus (A/Tottori/ST640/2011(H1N1))","","","","","","c"
"BAM37834","566","Human","HA","H1N1","Japan","N","2011/02","Influenza A virus (A/Tottori/ST643/2011(H1N1))","","","","","","c"
"BAM37843","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/TT001/2011(H1N1))","","","","","","c"
"BAM37847","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/TT005/2011(H1N1))","","","","","","c"
"BAM37848","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/TT006/2011(H1N1))","","","","","","c"
"BAM37849","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/TT007/2011(H1N1))","","","","","","c"
"BAM37850","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/TT008/2011(H1N1))","","","","","","c"
"BAM37851","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/TT009/2011(H1N1))","","","","","","c"
"BAM37861","566","Human","HA","H1N1","Japan","N","2011/01","Influenza A virus (A/Tottori/TT020/2011(H1N1))","","","","","","c"
