Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
AIE53735.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),230,GenBank,complete,H3N2,8,,nonstructural protein 1,Chile: Quilicura,Chile,,Homo sapiens,,2012-06-05,,nonstructural protein 1 [Influenza A virus (A/Santiago/p1d1/2012(H3N2))]
AIE53736.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,GenBank,complete,H3N2,8,,nuclear export protein,Chile: Quilicura,Chile,,Homo sapiens,,2012-06-05,,nuclear export protein [Influenza A virus (A/Santiago/p1d1/2012(H3N2))]
AIE53737.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,3,,PA-X protein,Chile: Quilicura,Chile,,Homo sapiens,,2012-06-05,,PA-X protein [Influenza A virus (A/Santiago/p1d1/2012(H3N2))]
AIE53738.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,GenBank,complete,H3N2,3,,polymerase PA,Chile: Quilicura,Chile,,Homo sapiens,,2012-06-05,,polymerase PA [Influenza A virus (A/Santiago/p1d1/2012(H3N2))]
AIE53739.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,GenBank,complete,H3N2,2,,polymerase PB1,Chile: Quilicura,Chile,,Homo sapiens,,2012-06-05,,polymerase PB1 [Influenza A virus (A/Santiago/p1d1/2012(H3N2))]
AIE53740.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,GenBank,complete,H3N2,1,,polymerase PB2,Chile: Quilicura,Chile,,Homo sapiens,,2012-06-05,,polymerase PB2 [Influenza A virus (A/Santiago/p1d1/2012(H3N2))]
AIE53742.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,7,,matrix protein 1,Chile: Las condes,Chile,,Homo sapiens,,2012-07-24,,matrix protein 1 [Influenza A virus (A/Santiago/p25d5/2012(H3N2))]
AIE53743.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H3N2,7,,matrix protein 2,Chile: Las condes,Chile,,Homo sapiens,,2012-07-24,,matrix protein 2 [Influenza A virus (A/Santiago/p25d5/2012(H3N2))]
AIE53745.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),230,GenBank,complete,H3N2,8,,nonstructural protein 1,Chile: Las condes,Chile,,Homo sapiens,,2012-07-24,,nonstructural protein 1 [Influenza A virus (A/Santiago/p25d5/2012(H3N2))]
AIE53746.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,GenBank,complete,H3N2,8,,nuclear export protein,Chile: Las condes,Chile,,Homo sapiens,,2012-07-24,,nuclear export protein [Influenza A virus (A/Santiago/p25d5/2012(H3N2))]
AIE53747.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,GenBank,complete,H3N2,1,,polymerase PB2,Chile: Las condes,Chile,,Homo sapiens,,2012-07-24,,polymerase PB2 [Influenza A virus (A/Santiago/p25d5/2012(H3N2))]
AIE53748.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H3N2,4,,hemagglutinin,Chile: Puente Alto,Chile,,Homo sapiens,,2012-06-26,,hemagglutinin [Influenza A virus (A/Santiago/p9d5/2012(H3N2))]
AIE53749.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,7,,matrix protein 1,Chile: Puente Alto,Chile,,Homo sapiens,,2012-06-26,,matrix protein 1 [Influenza A virus (A/Santiago/p9d5/2012(H3N2))]
AIE53750.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H3N2,7,,matrix protein 2,Chile: Puente Alto,Chile,,Homo sapiens,,2012-06-26,,matrix protein 2 [Influenza A virus (A/Santiago/p9d5/2012(H3N2))]
AIE53751.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H3N2,6,,neuraminidase,Chile: Puente Alto,Chile,,Homo sapiens,,2012-06-26,,neuraminidase [Influenza A virus (A/Santiago/p9d5/2012(H3N2))]
AIE53752.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,GenBank,complete,H3N2,5,,nucleocapsid protein,Chile: Puente Alto,Chile,,Homo sapiens,,2012-06-26,,nucleocapsid protein [Influenza A virus (A/Santiago/p9d5/2012(H3N2))]
AIE53753.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),230,GenBank,complete,H3N2,8,,nonstructural protein 1,Chile: Puente Alto,Chile,,Homo sapiens,,2012-06-26,,nonstructural protein 1 [Influenza A virus (A/Santiago/p9d5/2012(H3N2))]
AIE53754.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,GenBank,complete,H3N2,8,,nuclear export protein,Chile: Puente Alto,Chile,,Homo sapiens,,2012-06-26,,nuclear export protein [Influenza A virus (A/Santiago/p9d5/2012(H3N2))]
AIE53755.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,3,,PA-X protein,Chile: Puente Alto,Chile,,Homo sapiens,,2012-06-26,,PA-X protein [Influenza A virus (A/Santiago/p9d5/2012(H3N2))]
AIE53756.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,GenBank,complete,H3N2,3,,polymerase PA,Chile: Puente Alto,Chile,,Homo sapiens,,2012-06-26,,polymerase PA [Influenza A virus (A/Santiago/p9d5/2012(H3N2))]
AIE53757.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,GenBank,complete,H3N2,2,,polymerase PB1,Chile: Puente Alto,Chile,,Homo sapiens,,2012-06-26,,polymerase PB1 [Influenza A virus (A/Santiago/p9d5/2012(H3N2))]
AIE53758.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,GenBank,complete,H3N2,1,,polymerase PB2,Chile: Puente Alto,Chile,,Homo sapiens,,2012-06-26,,polymerase PB2 [Influenza A virus (A/Santiago/p9d5/2012(H3N2))]
AIE53759.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,N2,7,,matrix protein 1,Chile: Puente Alto,Chile,,Homo sapiens,,2012-06-29,,matrix protein 1 [Influenza A virus (A/Santiago/p9d7/2012(N2))]
AIE53760.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,N2,7,,matrix protein 2,Chile: Puente Alto,Chile,,Homo sapiens,,2012-06-29,,matrix protein 2 [Influenza A virus (A/Santiago/p9d7/2012(N2))]
AIE53761.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,N2,6,,neuraminidase,Chile: Puente Alto,Chile,,Homo sapiens,,2012-06-29,,neuraminidase [Influenza A virus (A/Santiago/p9d7/2012(N2))]
AIE53764.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,GenBank,complete,N2,1,,polymerase PB2,Chile: Puente Alto,Chile,,Homo sapiens,,2012-06-29,,polymerase PB2 [Influenza A virus (A/Santiago/p9d7/2012(N2))]
AIE53765.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,N2,6,,neuraminidase,Chile: Santiago,Chile,,Homo sapiens,,2012-06-19,,neuraminidase [Influenza A virus (A/Santiago/p3d5/2012(N2))]
AIE53766.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H3N2,4,,hemagglutinin,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-19,,hemagglutinin [Influenza A virus (A/Santiago/p4d2/2012(H3N2))]
AIE53767.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,7,,matrix protein 1,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-19,,matrix protein 1 [Influenza A virus (A/Santiago/p4d2/2012(H3N2))]
AIE53768.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H3N2,7,,matrix protein 2,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-19,,matrix protein 2 [Influenza A virus (A/Santiago/p4d2/2012(H3N2))]
AIE53769.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H3N2,6,,neuraminidase,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-19,,neuraminidase [Influenza A virus (A/Santiago/p4d2/2012(H3N2))]
AIE53770.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,GenBank,complete,H3N2,5,,nucleocapsid protein,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-19,,nucleocapsid protein [Influenza A virus (A/Santiago/p4d2/2012(H3N2))]
AIE53771.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),230,GenBank,complete,H3N2,8,,nonstructural protein 1,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-19,,nonstructural protein 1 [Influenza A virus (A/Santiago/p4d2/2012(H3N2))]
AIE53772.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,GenBank,complete,H3N2,8,,nuclear export protein,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-19,,nuclear export protein [Influenza A virus (A/Santiago/p4d2/2012(H3N2))]
AIE53773.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,3,,PA-X protein,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-19,,PA-X protein [Influenza A virus (A/Santiago/p4d2/2012(H3N2))]
AIE53774.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,GenBank,complete,H3N2,3,,polymerase PA,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-19,,polymerase PA [Influenza A virus (A/Santiago/p4d2/2012(H3N2))]
AIE53775.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,GenBank,complete,H3N2,2,,polymerase PB1,Chile: Quinta normal,Chile,,Homo sapiens,,2012-06-19,,polymerase PB1 [Influenza A virus (A/Santiago/p4d2/2012(H3N2))]
