Name,Sequence Accession,Complete Genome,Segment,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name,
HA,MK399224,Yes,4,1752,H1N1,11/03/2018,IRD:Human,USA,California,18-19,A/California/78/2018,
HA,MK475542,Yes,4,1752,H1N1,12/01/2018,IRD:Human,USA,Alabama,18-19,A/Alabama/40/2018,
HA,MK400735,Yes,4,1701,H1N1,02/16/2018,IRD:Human,Germany,-N/A-,17-18,A/Germany/7139/2018,
HA,MK623653,Yes,4,1752,H1N1,12/27/2018,IRD:Human,USA,Montana,18-19,A/Montana/49/2018,
HA,MK631559,Yes,4,1752,H1N1,01/07/2019,IRD:Human,USA,Rhode Island,18-19,A/Rhode Island/02/2019,
HA,MK633833,Yes,4,1750,H1N1,12/06/2018,IRD:Human,USA,Virginia,18-19,A/Virginia/NHRC-OID_FDX130109/2018,
HA,MK623381,Yes,4,1752,H1N1,11/27/2018,IRD:Human,USA,California,18-19,A/California/105/2018,
HA,MK633409,Yes,4,1752,H1N1,11/26/2018,IRD:Human,USA,California,18-19,A/California/NHRC-OID_FDX12189/2018,
HA,MK576289,No,4,1701,H1N1,01/09/2019,IRD:Human,USA,Virginia,18-19,A/Virginia/7951/2019,
HA,MK398766,Yes,4,1752,H1N1,11/23/2018,IRD:Human,USA,Wisconsin,18-19,A/Wisconsin/506/2018,
HA,MK557510,Yes,4,1752,H1N1,12/30/2018,IRD:Human,USA,North Dakota,18-19,A/North Dakota/46/2018,
HA,MK557497,Yes,4,1752,H1N1,10/08/2018,IRD:Human,USA,North Dakota,18-19,A/North Dakota/31/2018,
HA,MK445897,Yes,4,1752,H1N1,11/15/2018,IRD:Human,USA,Virginia,18-19,A/Virginia/54/2018,
HA,MK633185,Yes,4,1752,H1N1,12/09/2018,IRD:Human,USA,California,18-19,A/California/NHRC-OID_BRD42167N/2018,
HA,MK502808,Yes,4,1701,H1N1,04/12/2018,IRD:Human,USA,New York,17-18,A/New York/7424/2018,
HA,MK495317,Yes,4,1752,H1N1,12/29/2018,IRD:Human,Russia,-N/A-,18-19,A/Moscow/250/2018,
HA,MK626389,Yes,4,1752,H1N1,12/17/2018,IRD:Human,USA,Pennsylvania,18-19,A/Pennsylvania/511/2018,
HA,MK633577,Yes,4,1752,H1N1,12/20/2018,IRD:Human,USA,California,18-19,A/California/NHRC-OID_SAR42134N/2018,
HA,MK623517,Yes,4,1752,H1N1,12/27/2018,IRD:Human,USA,Florida,18-19,A/Florida/126/2018,
HA,MK626173,Yes,4,1752,H1N1,12/09/2018,IRD:Human,USA,Colorado,18-19,A/Colorado/35/2018,
HA,MK631122,Yes,4,1752,H1N1,01/09/2019,IRD:Human,USA,Indiana,18-19,A/Indiana/02/2019,
HA,MK630834,Yes,4,1754,H1N1,01/03/2019,IRD:Human,USA,California,18-19,A/California/04/2019,
HA,MK633097,Yes,4,1752,H1N1,12/07/2018,IRD:Human,USA,California,18-19,A/California/NHRC-OID_BRD21747N/2018,
HA,MK557465,Yes,4,1752,H1N1,10/22/2018,IRD:Human,USA,New York,18-19,A/New York/48/2018,
HA,MK556846,Yes,4,1752,H1N1,12/30/2018,IRD:Human,USA,Alabama,18-19,A/Alabama/45/2018,
HA,MK445850,Yes,4,1752,H1N1,09/28/2018,IRD:Human,USA,Wisconsin,-N/A-,A/Wisconsin/494/2018,
HA,MK495309,Yes,4,1766,H1N1,12/29/2018,IRD:Human,Russia,-N/A-,18-19,A/Moscow/249/2018,
HA,MK633593,Yes,4,1752,H1N1,12/28/2018,IRD:Human,USA,Illinois,18-19,A/Illinois/NHRC-OID_18713/2018,
HA,MK631038,Yes,4,1753,H1N1,01/08/2019,IRD:Human,USA,Florida,18-19,A/Florida/04/2019,
HA,MK633105,Yes,4,1752,H1N1,12/13/2018,IRD:Human,USA,California,18-19,A/California/NHRC-OID_BRD21753N/2018,
HA,MK630850,Yes,4,1752,H1N1,01/03/2019,IRD:Human,USA,California,18-19,A/California/06/2019,
HA,MK475048,Yes,4,1752,H1N1,12/07/2018,IRD:Human,USA,Ohio,18-19,A/Ohio/36/2018,
HA,MK475080,Yes,4,1752,H1N1,11/27/2018,IRD:Human,USA,Maryland,18-19,A/Maryland/57/2018,
HA,MK630899,Yes,4,1752,H1N1,12/31/2018,IRD:Human,USA,California,18-19,A/California/123/2018,
HA,MK631298,Yes,4,1752,H1N1,01/15/2019,IRD:Human,USA,Missouri,18-19,A/Missouri/02/2019,
HA,MK630842,Yes,4,1752,H1N1,01/03/2019,IRD:Human,USA,California,18-19,A/California/05/2019,
HA,MK399092,Yes,4,1752,H1N1,11/04/2018,IRD:Human,USA,Maryland,18-19,A/Maryland/50/2018,
HA,MK557598,Yes,4,1752,H1N1,12/25/2018,IRD:Human,USA,Pennsylvania,18-19,A/Pennsylvania/516/2018,
HA,MK557214,Yes,4,1752,H1N1,10/17/2018,IRD:Human,USA,Maine,18-19,A/Maine/39/2018,
HA,MK502592,Yes,4,1701,H1N1,02/27/2018,IRD:Human,Germany,-N/A-,17-18,A/Germany/7406/2018,
HA,MK475072,Yes,4,1752,H1N1,11/18/2018,IRD:Human,USA,Connecticut,18-19,A/Connecticut/36/2018,
HA,MK576214,No,4,1701,H1N1,01/07/2019,IRD:Human,USA,California,18-19,A/California/7813/2019,
HA,MK576216,No,4,1701,H1N1,01/03/2019,IRD:Human,USA,Colorado,18-19,A/Colorado/7815/2019,
HA,MK630694,No,4,1752,H1N1,01/17/2019,IRD:Human,USA,Wisconsin,18-19,A/Wisconsin/05/2019,
HA,MK399168,No,4,1752,H1N1,11/04/2018,IRD:Human,USA,California,18-19,A/California/79/2018,
HA,MK475095,No,4,1752,H1N1,12/01/2018,IRD:Human,USA,Georgia,18-19,A/Georgia/28/2018,
HA,MK445836,Yes,4,1752,H1N1,11/08/2018,IRD:Human,USA,Iowa,18-19,A/Iowa/67/2018,
HA,MK557422,Yes,4,1753,H1N1,12/11/2018,IRD:Human,USA,New Hampshire,18-19,A/New Hampshire/35/2018,
HA,MK576986,Yes,4,1701,H1N1,01/07/2019,IRD:Human,USA,Oklahoma,18-19,A/Oklahoma/7869/2019,
HA,MK576970,Yes,4,1701,H1N1,01/07/2019,IRD:Human,USA,New York,18-19,A/New York/7863/2019,
HA,MK495285,Yes,4,1752,H1N1,01/09/2019,IRD:Human,Russia,-N/A-,18-19,A/Moscow/2/2019,
HA,MK631706,Yes,4,1752,H1N1,01/02/2019,IRD:Human,USA,West Virginia,18-19,A/West Virginia/02/2019,
HA,MK633393,Yes,4,1752,H1N1,04/11/2018,IRD:Human,USA,California,17-18,A/California/NHRC-OID_FDX120012/2018,
HA,MK400766,Yes,4,1701,H1N1,03/12/2018,IRD:Human,USA,New Mexico,17-18,A/New Mexico/7170/2018,
HA,MK398862,Yes,4,1752,H1N1,11/17/2018,IRD:Human,USA,Oklahoma,18-19,A/Oklahoma/24/2018,
HA,MK364598,Yes,4,1752,H1N1,11/01/2018,IRD:Human,USA,Iowa,18-19,A/Iowa/65/2018,
HA,MK576243,No,4,1701,H1N1,01/07/2019,IRD:Human,USA,South Dakota,18-19,A/South Dakota/7870/2019,
HA,MK576245,No,4,1701,H1N1,12/22/2018,IRD:Human,South Korea,-N/A-,18-19,A/South Korea/7873/2018,
HA,MK557414,Yes,4,1752,H1N1,12/11/2018,IRD:Human,USA,New Hampshire,18-19,A/New Hampshire/34/2018,
HA,MK495325,Yes,4,1776,H1N1,01/09/2019,IRD:Human,Russia,-N/A-,18-19,A/Moscow/3/2019,
HA,MK623845,Yes,4,1752,H1N1,12/14/2018,IRD:Human,USA,Washington,18-19,A/Washington/196/2018,
HA,MK631618,Yes,4,1752,H1N1,01/03/2019,IRD:Human,USA,Texas,18-19,A/Texas/02/2019,
HA,MK502568,Yes,4,1701,H1N1,03/06/2018,IRD:Human,Germany,-N/A-,17-18,A/Germany/7403/2018,
HA,MK475334,Yes,4,1754,H1N1,11/24/2018,IRD:Human,USA,Washington,18-19,A/Washington/191/2018,
HA,MK633289,Yes,4,1752,H1N1,12/10/2018,IRD:Human,USA,California,18-19,A/California/NHRC-OID_BRD81166N/2018,
HA,MK623901,Yes,4,1752,H1N1,12/29/2018,IRD:Human,USA,Wisconsin,18-19,A/Wisconsin/517/2018,
HA,MK633057,Yes,4,1752,H1N1,01/25/2019,IRD:Human,USA,California,18-19,A/California/NHRC-OID_BOX-ILI-0012/2019,
HA,MK577066,Yes,4,1701,H1N1,01/05/2019,IRD:Human,USA,Texas,18-19,A/Texas/7906/2019,
HA,MK400751,Yes,4,1701,H1N1,02/13/2018,IRD:Human,Italy,-N/A-,17-18,A/Italy/7155/2018,
HA,MK399115,Yes,4,1752,H1N1,11/18/2018,IRD:Human,USA,Pennsylvania,18-19,A/Pennsylvania/508/2018,
HA,MK502824,Yes,4,1701,H1N1,02/09/2018,IRD:Human,USA,Ohio,17-18,A/Ohio/7378/2018,
HA,MK633505,Yes,4,1752,H1N1,11/01/2018,IRD:Human,USA,California,18-19,A/California/NHRC-OID_QV9566/2018,
HA,MK631401,Yes,4,1752,H1N1,01/08/2019,IRD:Human,USA,New Mexico,18-19,A/New Mexico/02/2019,
HA,MK743458,Yes,4,1701,H1N1,01/15/2019,IRD:Human,USA,Maryland,18-19,A/Maryland/8004/2019,
HA,MK743282,Yes,4,1701,H1N1,01/11/2019,IRD:Human,USA,Florida,18-19,A/Florida/7970/2019,
HA,MK715770,Yes,4,1752,H1N1,01/08/2019,IRD:Human,USA,California,18-19,A/California/22/2019,
HA,MK840339,Yes,4,1701,H1N1,02/05/2019,IRD:Human,USA,Virginia,18-19,A/Virginia/8551/2019,
HA,MK773021,Yes,4,1752,H1N1,02/07/2019,IRD:Human,USA,Colorado,18-19,A/Colorado/11/2019,
HA,MK773061,Yes,4,1752,H1N1,02/03/2019,IRD:Human,USA,District of Columbia,18-19,A/District Of Columbia/06/2019,
HA,MK773373,Yes,4,1752,H1N1,02/11/2019,IRD:Human,USA,South Dakota,18-19,A/South Dakota/12/2019,
HA,MK773029,Yes,4,1752,H1N1,02/13/2019,IRD:Human,USA,Colorado,18-19,A/Colorado/14/2019,
HA,MK773437,Yes,4,1752,H1N1,02/14/2019,IRD:Human,USA,Utah,18-19,A/Utah/15/2019,
HA,MK773189,Yes,4,1752,H1N1,01/07/2019,IRD:Human,USA,Michigan,18-19,A/Michigan/29/2019,
HA,MK786375,Yes,4,1701,H1N1,01/07/2019,IRD:Human,South Korea,-N/A-,18-19,A/South Korea/8363/2019,
HA,MH211334,No,4,1709,H1N1,11/10/2017,IRD:Human,India,-N/A-,-N/A-,A/India/1842538/2017,
HA,MH211337,No,4,1709,H1N1,11/25/2017,IRD:Human,India,-N/A-,-N/A-,A/India/1842544/2017,
HA,MK855620,Yes,4,1752,H1N1,03/04/2019,IRD:Human,USA,Arizona,18-19,A/Arizona/19/2019,
HA,MK855645,Yes,4,1752,H1N1,03/04/2019,IRD:Human,USA,Arkansas,18-19,A/Arkansas/19/2019,
HA,MK743698,Yes,4,1701,H1N1,01/17/2019,IRD:Human,USA,Ohio,18-19,A/Ohio/8049/2019,
HA,MK743818,Yes,4,1701,H1N1,01/16/2019,IRD:Human,USA,Texas,18-19,A/Texas/8067/2019,
HA,MK731757,Yes,4,1727,H1N1,03/24/2012,IRD:Human,USA,New York,11-12,A/New York/WC-LVD-12-038/2012,
HA,MK742949,No,4,1701,H1N1,01/05/2019,IRD:Human,USA,Hawaii,18-19,A/Hawaii/7987/2019,
HA,MK742951,No,4,1701,H1N1,01/04/2019,IRD:Human,USA,Hawaii,18-19,A/Hawaii/7996/2019,
HA,MK731765,Yes,4,1752,H1N1,02/18/2012,IRD:Human,USA,New York,11-12,A/New York/WC-LVD-12-039/2012,
HA,MK743642,Yes,4,1701,H1N1,01/14/2019,IRD:Human,USA,New Mexico,18-19,A/New Mexico/8035/2019,
HA,MK731669,Yes,4,1755,H1N1,03/28/2012,IRD:Human,USA,New York,11-12,A/New York/WC-LVD-12-027/2012,
HA,MK927222,No,4,1701,H1N1,01/30/2019,IRD:Human,Italy,-N/A-,18-19,A/Italy/8956/2019,
HA,MK927229,No,4,1701,H1N1,02/12/2019,IRD:Human,USA,New Mexico,18-19,A/New Mexico/8971/2019,
HA,MK692762,No,4,1752,H1N1,08/01/2018,IRD:Human,Kenya,-N/A-,-N/A-,A/Kenya/60/2018,
HA,MK676325,No,4,1752,H1N1,02/01/2019,IRD:Human,USA,Maine,18-19,A/Maine/05/2019,
HA,MK899034,Yes,4,1752,H1N1,01/21/2019,IRD:Human,USA,California,18-19,A/California/NHRC-OID_BRD21777N/2019,
HA,MN004554,Yes,4,1752,H1N1,02/23/2019,IRD:Human,USA,Utah,18-19,A/Utah/24/2019,
HA,MK786047,Yes,4,1701,H1N1,01/31/2019,IRD:Human,USA,New York,18-19,A/New York/8304/2019,
HA,MK773119,Yes,4,1752,H1N1,02/06/2019,IRD:Human,USA,Indiana,18-19,A/Indiana/09/2019,
HA,MH211347,No,4,1709,H1N1,09/04/2017,IRD:Human,India,-N/A-,-N/A-,A/India/1741036/2017,
HA,MH211391,No,4,1709,H1N1,09/02/2017,IRD:Human,India,-N/A-,-N/A-,A/India/1740834/2017,
HA,MH211339,No,4,1709,H1N1,12/23/2017,IRD:Human,India,-N/A-,-N/A-,A/India/1842574/2017,
HA,MN004683,Yes,4,1752,H1N1,03/21/2019,IRD:Human,USA,Washington,18-19,A/Washington/173/2019,
HA,MK868703,No,4,1701,H1N1,02/06/2019,IRD:Human,USA,Nevada,18-19,A/Nevada/8617/2019,
HA,MK898596,No,4,1752,H1N1,12/12/2018,IRD:Human,USA,California,18-19,A/California/NHRC-OID_FDX120099/2018,
HA,MK912670,Yes,4,1701,H1N1,02/14/2019,IRD:Human,Germany,-N/A-,18-19,A/Germany/8755/2019,
HA,MK869427,Yes,4,1701,H1N1,02/06/2019,IRD:Human,USA,Oklahoma,18-19,A/Oklahoma/8647/2019,
HA,MK839297,No,4,1701,H1N1,12/29/2018,IRD:Human,South Korea,-N/A-,18-19,A/South Korea/8512/2018,
HA,MK899154,Yes,4,1752,H1N1,01/28/2019,IRD:Human,USA,California,18-19,A/California/NHRC-OID_FDX22102/2019,
HA,MK856253,Yes,4,1752,H1N1,03/01/2019,IRD:Human,USA,Utah,18-19,A/Utah/19/2019,
HA,MK715786,Yes,4,1753,H1N1,01/10/2019,IRD:Human,USA,California,18-19,A/California/24/2019,
HA,MK716042,Yes,4,1752,H1N1,01/27/2019,IRD:Human,USA,Nevada,18-19,A/Nevada/11/2019,
HA,MK772827,No,4,1752,H1N1,02/06/2019,IRD:Human,USA,Ohio,18-19,A/Ohio/04/2019,
HA,MK763600,Yes,4,1701,H1N1,01/23/2019,IRD:Human,USA,Georgia,18-19,A/Georgia/8131/2019,
HA,MK733100,Yes,4,1752,H1N1,11/12/2015,IRD:Human,Nicaragua,-N/A-,-N/A-,A/Nicaragua/30589_01_TR1/2015,
HA,MK785475,No,4,1701,H1N1,12/17/2018,IRD:Human,South Korea,-N/A-,18-19,A/South Korea/8357/2018,
HA,MK676601,Yes,4,1752,H1N1,01/12/2019,IRD:Human,USA,Nevada,18-19,A/Nevada/06/2019,
HA,MK773149,Yes,4,1752,H1N1,02/02/2019,IRD:Human,USA,Kansas,18-19,A/Kansas/08/2019,
HA,MK773269,Yes,4,1752,H1N1,02/11/2019,IRD:Human,USA,New Mexico,18-19,A/New Mexico/12/2019,
HA,MK762955,No,4,1701,H1N1,01/16/2019,IRD:Human,USA,Arizona,18-19,A/Arizona/8103/2019,
HA,MK733164,Yes,4,1761,H1N1,12/16/2015,IRD:Human,Nicaragua,-N/A-,-N/A-,A/Nicaragua/8625_11/2015,
HA,MK763033,No,4,1701,H1N1,01/21/2019,IRD:Human,USA,Washington,18-19,A/Washington/8237/2019,
HA,MK763034,No,4,1701,H1N1,01/22/2019,IRD:Human,USA,Washington,18-19,A/Washington/8238/2019,
HA,MK899130,Yes,4,1752,H1N1,02/01/2019,IRD:Human,USA,California,18-19,A/California/NHRC-OID_FDX12263/2019,
HA,MK731781,Yes,4,1727,H1N1,04/20/2012,IRD:Human,USA,New York,11-12,A/New York/WC-LVD-12-041/2012,
HA,MK731789,Yes,4,1727,H1N1,03/20/2012,IRD:Human,USA,New York,11-12,A/New York/WC-LVD-12-042/2012,
HA,MK898478,No,4,1752,H1N1,03/06/2018,IRD:Human,USA,California,17-18,A/California/NHRC_QV4183/2018,
HA,MK763760,Yes,4,1701,H1N1,01/25/2019,IRD:Human,USA,New York,18-19,A/New York/8178/2019,
HA,MK855757,Yes,4,1752,H1N1,02/28/2019,IRD:Human,USA,California,18-19,A/California/75/2019,
HA,MK856013,Yes,4,1752,H1N1,02/19/2019,IRD:Human,USA,Missouri,18-19,A/Missouri/11/2019,
HA,MK786007,Yes,4,1701,H1N1,01/29/2019,IRD:Human,USA,New Jersey,18-19,A/New Jersey/8297/2019,
HA,MK773101,Yes,4,1752,H1N1,02/03/2019,IRD:Human,USA,Illinois,18-19,A/Illinois/08/2019,
HA,MK773248,Yes,4,1752,H1N1,12/11/2018,IRD:Human,USA,Nevada,18-19,A/Nevada/09/2018,
HA,MK763552,Yes,4,1701,H1N1,01/28/2019,IRD:Human,USA,Delaware,18-19,A/Delaware/8118/2019,
HA,MK763984,Yes,4,1701,H1N1,01/29/2019,IRD:Human,USA,Washington,18-19,A/Washington/8245/2019,
HA,MK855973,Yes,4,1752,H1N1,02/09/2019,IRD:Human,USA,Michigan,18-19,A/Michigan/37/2019,
HA,MK912870,Yes,4,1701,H1N1,03/11/2019,IRD:Human,USA,New Jersey,18-19,A/New Jersey/8785/2019,
HA,MK715842,Yes,4,1752,H1N1,01/22/2019,IRD:Human,USA,California,18-19,A/California/32/2019,
HA,MK773229,Yes,4,1752,H1N1,02/04/2019,IRD:Human,USA,Missouri,18-19,A/Missouri/08/2019,
HA,MK772965,Yes,4,1752,H1N1,02/01/2019,IRD:Human,USA,California,18-19,A/California/43/2019,
HA,MK786095,Yes,4,1701,H1N1,02/01/2019,IRD:Human,USA,North Carolina,18-19,A/North Carolina/8310/2019,
HA,MK785490,No,4,1701,H1N1,01/25/2019,IRD:Human,USA,Washington,18-19,A/Washington/8401/2019,
HA,MK762979,No,4,1701,H1N1,01/29/2019,IRD:Human,USA,Kansas,18-19,A/Kansas/8143/2019,
HA,MK762987,No,4,1701,H1N1,01/28/2019,IRD:Human,USA,New Mexico,18-19,A/New Mexico/8160/2019,
HA,MK763010,No,4,1701,H1N1,01/29/2019,IRD:Human,USA,Oklahoma,18-19,A/Oklahoma/8198/2019,
HA,MK905313,No,4,1752,H1N1,02/26/2019,IRD:Human,USA,California,18-19,A/California/NHRC-OID_FDX90375/2019,
HA,MK856269,Yes,4,1752,H1N1,02/19/2019,IRD:Human,USA,Virginia,18-19,A/Virginia/15/2019,
HA,MK676596,Yes,4,1752,H1N1,01/16/2019,IRD:Human,USA,Mississippi,18-19,A/Mississippi/05/2019,
HA,MK716106,Yes,4,1752,H1N1,01/28/2019,IRD:Human,USA,Oregon,18-19,A/Oregon/04/2019,
HA,MK785887,Yes,4,1701,H1N1,01/09/2019,IRD:Human,USA,Mississippi,18-19,A/Mississippi/8274/2019,
HA,MK742961,No,4,1701,H1N1,01/04/2019,IRD:Human,USA,New Jersey,18-19,A/New Jersey/8022/2019,
HA,MK743482,Yes,4,1701,H1N1,01/09/2019,IRD:Human,USA,Nebraska,18-19,A/Nebraska/8009/2019,
HA,MK763005,No,4,1701,H1N1,01/26/2019,IRD:Human,USA,Ohio,18-19,A/Ohio/8190/2019,
HA,MK763018,No,4,1701,H1N1,01/26/2019,IRD:Human,USA,Texas,18-19,A/Texas/8216/2019,
HA,MK913286,Yes,4,1701,H1N1,03/13/2019,IRD:Human,USA,Virginia,18-19,A/Virginia/8846/2019,
HA,MK676540,Yes,4,1752,H1N1,01/17/2019,IRD:Human,USA,Louisiana,18-19,A/Louisiana/05/2019,
HA,MK786159,Yes,4,1701,H1N1,01/31/2019,IRD:Human,USA,Ohio,18-19,A/Ohio/8321/2019,
HA,MK785458,No,4,1701,H1N1,01/31/2019,IRD:Human,USA,Nevada,18-19,A/Nevada/8295/2019,
HA,MK855805,Yes,4,1752,H1N1,02/21/2019,IRD:Human,USA,Colorado,18-19,A/Colorado/18/2019,
HA,MK927206,No,4,1701,H1N1,02/07/2019,IRD:Human,Italy,-N/A-,18-19,A/Italy/8935/2019,
HA,MH211234,No,4,1709,H1N1,10/16/2017,IRD:Human,India,-N/A-,-N/A-,A/India/1736012/2017,
HA,MK692759,No,4,1752,H1N1,08/02/2018,IRD:Human,Kenya,-N/A-,-N/A-,A/Kenya/63/2018,
HA,MK731573,Yes,4,1727,H1N1,03/02/2011,IRD:Human,USA,New York,10-11,A/New York/WC-LVD-11-026/2011,
HA,MK839274,No,4,1701,H1N1,02/04/2019,IRD:Human,USA,Arkansas,18-19,A/Arkansas/8413/2019,
HA,MK839281,No,4,1701,H1N1,01/14/2019,IRD:Human,Germany,-N/A-,18-19,A/Germany/8426/2019,
HA,MK839286,No,4,1701,H1N1,01/29/2019,IRD:Human,Japan,-N/A-,18-19,A/Japan/8456/2019,
HA,MK913190,Yes,4,1701,H1N1,02/09/2019,IRD:Human,Spain,-N/A-,18-19,A/Spain/8833/2019,
HA,MK928122,Yes,4,1701,H1N1,02/11/2019,IRD:Human,USA,Virginia,18-19,A/Virginia/9013/2019,
HA,MK852716,Yes,4,1752,H1N1,01/16/2018,IRD:Human,USA,Illinois,17-18,A/Illinois/08/2018,
HA,MK913246,Yes,4,1701,H1N1,03/07/2019,IRD:Human,USA,Utah,18-19,A/Utah/8840/2019,
HA,MK856069,Yes,4,1752,H1N1,02/24/2019,IRD:Human,USA,Nevada,18-19,A/Nevada/16/2019,
HA,MK692767,No,4,1752,H1N1,07/03/2018,IRD:Human,Kenya,-N/A-,-N/A-,A/Kenya/48/2018,
HA,MK676450,Yes,4,1752,H1N1,01/17/2019,IRD:Human,USA,Florida,18-19,A/Florida/08/2019,
HA,MK716089,Yes,4,1752,H1N1,01/29/2019,IRD:Human,USA,Oklahoma,18-19,A/Oklahoma/08/2019,
HA,MK715754,Yes,4,1752,H1N1,01/06/2019,IRD:Human,USA,California,18-19,A/California/20/2019,
HA,MH229459,No,4,1709,H1N1,10/06/2017,IRD:Human,India,-N/A-,-N/A-,A/India/1841328/2017,
HA,MK912281,No,4,1701,H1N1,03/11/2019,IRD:Human,USA,New York,18-19,A/New York/8794/2019,
HA,MK856285,Yes,4,1752,H1N1,02/13/2019,IRD:Human,USA,Washington,18-19,A/Washington/34/2019,
HA,MK868692,No,4,1701,H1N1,02/01/2019,IRD:Human,USA,Florida,18-19,A/Florida/8583/2019,
HA,MK868696,No,4,1701,H1N1,02/05/2019,IRD:Human,USA,Georgia,18-19,A/Georgia/8595/2019,
HA,MK716122,Yes,4,1752,H1N1,01/30/2019,IRD:Human,USA,Texas,18-19,A/Texas/16/2019,
HA,MK716178,Yes,4,1753,H1N1,01/31/2019,IRD:Human,USA,Wisconsin,18-19,A/Wisconsin/28/2019,
HA,MK839915,Yes,4,1701,H1N1,02/01/2019,IRD:Human,USA,Nebraska,18-19,A/Nebraska/8471/2019,
HA,MK912275,No,4,1701,H1N1,03/07/2019,IRD:Human,Japan,-N/A-,18-19,A/Japan/8770/2019,
HA,MH211231,No,4,1709,H1N1,09/04/2017,IRD:Human,India,-N/A-,-N/A-,A/India/1732480/2017,
HA,MK898620,No,4,1752,H1N1,12/14/2018,IRD:Human,USA,California,18-19,A/California/NHRC-OID_FDX12214/2018,
HA,MK855597,No,4,1752,H1N1,01/31/2019,IRD:Human,USA,Massachusetts,18-19,A/Massachusetts/08/2019,
HA,MK731741,Yes,4,1721,H1N1,03/23/2012,IRD:Human,USA,New York,11-12,A/New York/WC-LVD-12-036/2012,
HA,MN003657,Yes,4,1752,H1N1,03/15/2019,IRD:Human,USA,Connecticut,18-19,A/Connecticut/24/2019,
HA,MN003717,Yes,4,1752,H1N1,03/06/2019,IRD:Human,USA,District of Columbia,18-19,A/District Of Columbia/17/2019,
HA,MN003945,Yes,4,1752,H1N1,03/27/2019,IRD:Human,USA,Louisiana,18-19,A/Louisiana/29/2019,
HA,MN003496,No,4,1752,H1N1,02/20/2019,IRD:Human,USA,New Hampshire,18-19,A/New Hampshire/14/2019,
HA,MN003827,Yes,4,1752,H1N1,04/07/2019,IRD:Human,USA,Hawaii,18-19,A/Hawaii/26/2019,
HA,MN003402,No,4,1752,H1N1,03/19/2019,IRD:Human,USA,Iowa,18-19,A/Iowa/24/2019,
HA,MN003511,No,4,1753,H1N1,02/07/2019,IRD:Human,USA,Georgia,18-19,A/Georgia/08/2019,
HA,MN003701,Yes,4,1752,H1N1,02/06/2019,IRD:Human,USA,District of Columbia,18-19,A/District Of Columbia/11/2019,
HA,MN004325,Yes,4,1752,H1N1,04/05/2019,IRD:Human,USA,North Dakota,18-19,A/North Dakota/24/2019,
HA,MN003689,Yes,4,1752,H1N1,03/18/2019,IRD:Human,USA,Delaware,18-19,A/Delaware/24/2019,
HA,MN004394,Yes,4,1752,H1N1,02/28/2019,IRD:Human,USA,Pennsylvania,18-19,A/Pennsylvania/636/2019,
HA,MN074954,Yes,4,1701,H1N1,04/01/2019,IRD:Human,USA,Utah,18-19,A/Utah/9582/2019,
HA,MN083858,Yes,4,1752,H1N1,03/29/2019,IRD:Human,USA,Pennsylvania,18-19,A/Pennsylvania/864/2019,
HA,MN083866,Yes,4,1752,H1N1,03/26/2019,IRD:Human,USA,Rhode Island,18-19,A/Rhode Island/20/2019,
HA,MN083974,Yes,4,1752,H1N1,04/02/2019,IRD:Human,USA,West Virginia,18-19,A/West Virginia/29/2019,
HA,MN084010,Yes,4,1752,H1N1,04/14/2019,IRD:Human,USA,Wisconsin,18-19,A/Wisconsin/399/2019,
HA,MK999586,Yes,4,1752,H1N1,02/17/2019,IRD:Human,USA,Illinois,18-19,A/Illinois/15/2019,
HA,MK999594,Yes,4,1752,H1N1,03/03/2019,IRD:Human,USA,Illinois,18-19,A/Illinois/17/2019,
HA,MK999714,Yes,4,1752,H1N1,03/11/2019,IRD:Human,USA,Missouri,18-19,A/Missouri/18/2019,
HA,MK999554,Yes,4,1752,H1N1,02/16/2019,IRD:Human,USA,Idaho,18-19,A/Idaho/13/2019,
HA,MN004234,Yes,4,1752,H1N1,02/23/2019,IRD:Human,USA,New York,18-19,A/New York/17/2019,
HA,MN004242,Yes,4,1752,H1N1,02/24/2019,IRD:Human,USA,New York,18-19,A/New York/19/2019,
HA,MN004674,Yes,4,1752,H1N1,03/21/2019,IRD:Human,USA,Washington,18-19,A/Washington/172/2019,
HA,MK999874,Yes,4,1752,H1N1,03/15/2019,IRD:Human,USA,Wyoming,18-19,A/Wyoming/18/2019,
HA,MN004050,Yes,4,1752,H1N1,03/04/2019,IRD:Human,USA,Massachusetts,18-19,A/Massachusetts/18/2019,
HA,MK999650,Yes,4,1752,H1N1,03/14/2019,IRD:Human,USA,Louisiana,18-19,A/Louisiana/22/2019,
HA,MN073994,No,4,1701,H1N1,03/25/2019,IRD:Human,Germany,-N/A-,18-19,A/Germany/9487/2019,
HA,MN081402,Yes,4,1701,H1N1,04/19/2019,IRD:Human,USA,Ohio,18-19,A/Ohio/9702/2019,
HA,MN169128,No,4,1701,H1N1,03/14/2019,IRD:Human,USA,California,18-19,A/California/9022/2019,
HA,MN169140,No,4,1701,H1N1,03/07/2019,IRD:Human,USA,Maryland,18-19,A/Maryland/9071/2019,
HA,MN169544,Yes,4,1701,H1N1,02/26/2019,IRD:Human,Germany,-N/A-,18-19,A/Germany/9054/2019,
HA,MN160733,No,4,1752,H1N1,04/13/2019,IRD:Human,USA,North Carolina,18-19,A/North Carolina/23/2019,
