accession,length,date,name,
MK025731,1752,2018/08/05,A/New Jersey/40/2018,
MK025723,1752,2018/08/06,A/Minnesota/41/2018,
MK692755,1752,2018/08/08,A/Kenya/66/2018,
MK025715,1752,2018/08/11,A/Florida/77/2018,
MK077272,1752,2018/08/15,A/Ohio/30/2018,
MK025747,1752,2018/08/15,A/Pennsylvania/127/2018,
MK077289,1752,2018/08/21,A/Utah/37/2018,
MK077192,1752,2018/08/30,A/Florida/81/2018,
MK077296,1752,2018/08/31,A/Wisconsin/104/2018,
MK181967,1752,2018/09/02,A/Hawaii/54/2018,
MK077161,1752,2018/09/04,A/Minnesota/45/2018,
MK265498,1752,2018/09/04,A/Maine/32/2018,
MK182047,1752,2018/09/04,A/Iowa/57/2018,
MK181959,1752,2018/09/06,A/Arizona/38/2018,
MK182007,1752,2018/09/07,A/New York/42/2018,
MK181919,1752,2018/09/10,A/New Mexico/21/2018,
MK245798,1752,2018/09/11,A/Hawaii/55/2018,
MK852731,1752,2018/09/13,A/Iowa/59/2018,
MK265491,1752,2018/09/13,A/Iowa/59/2018,
MK182023,1752,2018/09/13,A/Iowa/59/2018,
MK364692,1752,2018/09/13,A/New York/44/2018,
MK364580,1752,2018/09/14,A/New York/45/2018,
MK182031,1752,2018/09/15,A/Michigan/396/2018,
MK182015,1752,2018/09/17,A/Michigan/398/2018,
MK265640,1752,2018/09/17,A/Florida/84/2018,
MK445950,1752,2018/09/17,A/Delaware/36/2018,
MK265632,1752,2018/09/18,A/Florida/85/2018,
MK715648,1752,2018/09/18,A/Florida/85/2018,
MK364592,1752,2018/09/18,A/Florida/85/2018,
MK364716,1752,2018/09/18,A/Missouri/51/2018,
MN826617,1701,2018/09/18,A/Gwangju/1457/2018,
MK445928,1752,2018/09/19,A/Florida/86/2018,
MK182055,1752,2018/09/20,A/New York/43/2018,
MK557193,1752,2018/09/26,A/Kentucky/28/2018,
MK364547,1752,2018/09/27,A/Florida/89/2018,
MK445850,1752,2018/09/28,A/Wisconsin/494/2018,
MK245910,1752,2018/09/29,A/Missouri/53/2018,
MN596857,1752,2018/09/30,A/Maine/38/2018,
MK380023,1701,2018/10/01,A/Hawaii/7522/2018,
MK364719,1752,2018/10/01,A/New Mexico/23/2018,
MK364095,1752,2018/10/02,A/Arizona/41/2018,
MK245926,1752,2018/10/02,A/Alabama/33/2018,
MK556889,1752,2018/10/03,A/Arkansas/09/2018,
MK633321,1752,2018/10/03,A/California/NHRC-OID_FDX100117/2018,
MK265594,1752,2018/10/03,A/Indiana/30/2018,
MK245950,1752,2018/10/03,A/Arkansas/09/2018,
MK364687,1752,2018/10/04,A/New Hampshire/26/2018,
MK557399,1752,2018/10/04,A/New Hampshire/26/2018,
MK364040,1752,2018/10/08,A/Texas/134/2018,
MK557497,1752,2018/10/08,A/North Dakota/31/2018,
MK364507,1752,2018/10/09,A/Florida/91/2018,
MK245862,1752,2018/10/10,A/Wisconsin/496/2018,
MK245878,1752,2018/10/10,A/Michigan/402/2018,
MK271174,1701,2018/10/10,A/Texas/7504/2018,
MK292555,1752,2018/10/10,A/Montana/36/2018,
MK364676,1754,2018/10/12,A/Michigan/403/2018,
MK475374,1752,2018/10/15,A/Washington/188/2018,
MK271169,1701,2018/10/15,A/Arkansas/7499/2018,
MK292563,1752,2018/10/16,A/Hawaii/62/2018,
MK265658,1752,2018/10/17,A/Alabama/34/2018,
MK271170,1701,2018/10/17,A/California/7500/2018,
MK557214,1752,2018/10/17,A/Maine/39/2018,
MK364320,1752,2018/10/18,A/Alaska/56/2018,
MK920210,1701,2018/10/20,A/India/Che-1851810/2018,
MK920209,1701,2018/10/20,A/India/Che-1851809/2018,
MK265666,1752,2018/10/21,A/Texas/138/2018,
MK364416,1754,2018/10/21,A/California/67/2018,
MK556913,1755,2018/10/21,A/California/67/2018,
MK557465,1752,2018/10/22,A/New York/48/2018,
MK920211,1701,2018/10/22,A/India/Che-1851811/2018,
MK364312,1752,2018/10/23,A/Arizona/46/2018,
MK265570,1752,2018/10/25,A/Wisconsin/498/2018,
MK265532,1752,2018/10/25,A/North Dakota/37/2018,
MK364677,1752,2018/10/25,A/Delaware/38/2018,
MK364019,1752,2018/10/25,A/Indiana/32/2018,
MK292587,1752,2018/10/25,A/Utah/40/2018,
MK364271,1752,2018/10/26,A/North Dakota/39/2018,
MK364011,1752,2018/10/26,A/Iowa/64/2018,
MK363987,1752,2018/10/29,A/Illinois/83/2018,
MK364702,1752,2018/10/29,A/New York/49/2018,
MK364304,1752,2018/10/29,A/Colorado/30/2018,
MK265543,1752,2018/10/30,A/Wisconsin/499/2018,
MK399084,1752,2018/10/30,A/Ohio/33/2018,
MK364649,1752,2018/10/30,A/Florida/97/2018,
MK364408,1752,2018/10/30,A/California/70/2018,
MK364613,1752,2018/10/30,A/Delaware/39/2018,
MK399263,1752,2018/10/30,A/Hawaii/67/2018,
MK557057,1752,2018/10/30,A/Florida/97/2018,
MK364208,1752,2018/10/31,A/Florida/98/2018,
MK399161,1752,2018/10/31,A/Nevada/03/2018,
MK556945,1752,2018/10/31,A/California/76/2018,
MN371624,1752,2018/10/31,A/California/76/2018,
MK399184,1752,2018/10/31,A/California/76/2018,
MK364296,1752,2018/11/01,A/Utah/41/2018,
MK363995,1752,2018/11/01,A/Wisconsin/501/2018,
MK364598,1752,2018/11/01,A/Iowa/65/2018,
MK633505,1752,2018/11/01,A/California/NHRC-OID_QV9566/2018,
MK364155,1752,2018/11/02,A/Pennsylvania/503/2018,
MK399224,1752,2018/11/03,A/California/78/2018,
MK399092,1752,2018/11/04,A/Maryland/50/2018,
MK399168,1752,2018/11/04,A/California/79/2018,
MK557568,1752,2018/11/05,A/Pennsylvania/504/2018,
MK399255,1752,2018/11/05,A/California/80/2018,
MK364603,1752,2018/11/06,A/Pennsylvania/505/2018,
MK364459,1752,2018/11/06,A/Wisconsin/503/2018,
MK399279,1752,2018/11/07,A/Arizona/49/2018,
MK364247,1752,2018/11/07,A/Florida/102/2018,
MK398790,1752,2018/11/08,A/Michigan/407/2018,
MK364634,1752,2018/11/08,A/Florida/103/2018,
MK399192,1752,2018/11/08,A/New Mexico/25/2018,
MK445836,1752,2018/11/08,A/Iowa/67/2018,
MK475382,1752,2018/11/09,A/Oregon/24/2018,
MK445908,1752,2018/11/10,A/District Of Columbia/29/2018,
MK380032,1701,2018/11/11,A/Ohio/7531/2018,
MK380038,1701,2018/11/11,A/South Korea/7537/2018,
MK398846,1752,2018/11/12,A/Oklahoma/23/2018,
MK398782,1752,2018/11/12,A/Minnesota/57/2018,
MK380019,1701,2018/11/13,A/England/7518/2018,
MK380034,1701,2018/11/13,A/Ohio/7533/2018,
MK398758,1752,2018/11/13,A/Nebraska/10/2018,
MK399287,1752,2018/11/13,A/Colorado/32/2018,
MK398957,1752,2018/11/13,A/Florida/105/2018,
MK398774,1752,2018/11/14,A/Michigan/409/2018,
MK445897,1752,2018/11/15,A/Virginia/54/2018,
MK399248,1752,2018/11/16,A/Wyoming/19/2018,
MK399153,1752,2018/11/16,A/California/82/2018,
MK398862,1752,2018/11/17,A/Oklahoma/24/2018,
MK475072,1752,2018/11/18,A/Connecticut/36/2018,
MK399115,1752,2018/11/18,A/Pennsylvania/508/2018,
MK399176,1752,2018/11/19,A/Utah/43/2018,
MK475501,1752,2018/11/19,A/Texas/144/2018,
MK633401,1752,2018/11/19,A/California/NHRC-OID_FDX12184/2018,
MK633265,1752,2018/11/19,A/California/NHRC-OID_BRD81148N/2018,
MK633329,1752,2018/11/20,A/California/NHRC-OID_FDX100165/2018,
MK633065,1752,2018/11/20,A/California/NHRC-OID_BRD12620N/2018,
MK475478,1752,2018/11/21,A/California/87/2018,
MK475518,1752,2018/11/23,A/Minnesota/59/2018,
MK398766,1752,2018/11/23,A/Wisconsin/506/2018,
MK398886,1752,2018/11/24,A/Indiana/35/2018,
MK475334,1754,2018/11/24,A/Washington/191/2018,
MK475271,1752,2018/11/25,A/Louisiana/23/2018,
MK475056,1752,2018/11/26,A/New York/53/2018,
MK626429,1752,2018/11/26,A/Tennessee/59/2018,
MK398750,1752,2018/11/26,A/Alabama/37/2018,
MK475305,1752,2018/11/26,A/Hawaii/71/2018,
MK475438,1752,2018/11/26,A/Nevada/05/2018,
MK633409,1752,2018/11/26,A/California/NHRC-OID_FDX12189/2018,
MK445934,1752,2018/11/27,A/Virginia/56/2018,
MK475183,1752,2018/11/27,A/Connecticut/37/2018,
MK623381,1752,2018/11/27,A/California/105/2018,
MK475080,1752,2018/11/27,A/Maryland/57/2018,
MK445871,1752,2018/11/28,A/Louisiana/21/2018,
MK475547,1752,2018/11/28,A/Mississippi/13/2018,
MK626149,1752,2018/11/28,A/California/97/2018,
MK633753,1752,2018/11/28,A/Mexico/NHRC-OID_SAR30160N/2018,
MK633161,1752,2018/11/28,A/California/NHRC-OID_BRD42151N/2018,
MK626141,1752,2018/11/28,A/California/94/2018,
MK475199,1752,2018/11/28,A/New Hampshire/33/2018,
MK475406,1752,2018/11/29,A/Idaho/30/2018,
MK475110,1752,2018/11/30,A/Massachusetts/31/2018,
MK556809,1752,2018/12/01,A/New Jersey/50/2018,
MK626157,1752,2018/12/01,A/California/98/2018,
MK475542,1752,2018/12/01,A/Alabama/40/2018,
MK475095,1752,2018/12/01,A/Georgia/28/2018,
MK475102,1752,2018/12/02,A/Maine/33/2018,
MK626205,1752,2018/12/02,A/District Of Columbia/31/2018,
MK626229,1752,2018/12/02,A/Indiana/38/2018,
MK475088,1752,2018/12/03,A/Maine/34/2018,
MK633273,1752,2018/12/03,A/California/NHRC-OID_BRD81157N/2018,
MK475430,1752,2018/12/03,A/New Mexico/27/2018,
MK633073,1752,2018/12/04,A/California/NHRC-OID_BRD12622N/2018,
MK626437,1752,2018/12/05,A/Texas/147/2018,
MK475247,1752,2018/12/06,A/Wisconsin/509/2018,
MK633833,1750,2018/12/06,A/Virginia/NHRC-OID_FDX130109/2018,
MK626029,1752,2018/12/07,A/Virginia/57/2018,
MK633097,1752,2018/12/07,A/California/NHRC-OID_BRD21747N/2018,
MK475048,1752,2018/12/07,A/Ohio/36/2018,
MK633457,1752,2018/12/07,A/California/NHRC-OID_FDX80046/2018,
MK633569,1752,2018/12/08,A/California/NHRC-OID_SAR42124N/2018,
MK623397,1752,2018/12/09,A/California/107/2018,
MK626253,1752,2018/12/09,A/Kentucky/34/2018,
MK635632,1701,2018/12/09,A/Washington/7794/2018,
MK557158,1752,2018/12/09,A/Iowa/72/2018,
MK633185,1752,2018/12/09,A/California/NHRC-OID_BRD42167N/2018,
MK626173,1752,2018/12/09,A/Colorado/35/2018,
MK626381,1752,2018/12/10,A/Oregon/27/2018,
MK633289,1752,2018/12/10,A/California/NHRC-OID_BRD81166N/2018,
MK557022,1752,2018/12/11,A/District Of Columbia/33/2018,
MK557166,1752,2018/12/11,A/Iowa/73/2018,
MK557422,1753,2018/12/11,A/New Hampshire/35/2018,
MK557414,1752,2018/12/11,A/New Hampshire/34/2018,
MK773248,1752,2018/12/11,A/Nevada/09/2018,
MK556820,1752,2018/12/12,A/Connecticut/40/2018,
MK626293,1752,2018/12/12,A/Montana/44/2018,
MK623837,1752,2018/12/12,A/Washington/195/2018,
MK898596,1752,2018/12/12,A/California/NHRC-OID_FDX120099/2018,
MK557334,1752,2018/12/13,A/Michigan/416/2018,
MK868724,1701,2018/12/13,A/South Korea/8669/2018,
MK633201,1752,2018/12/13,A/California/NHRC-OID_BRD42185N/2018,
MK633105,1752,2018/12/13,A/California/NHRC-OID_BRD21753N/2018,
MK635587,1701,2018/12/14,A/England/7689/2018,
MK623845,1752,2018/12/14,A/Washington/196/2018,
MK898620,1752,2018/12/14,A/California/NHRC-OID_FDX12214/2018,
MK557686,1752,2018/12/17,A/Texas/152/2018,
MK557486,1752,2018/12/17,A/New York/56/2018,
MK557718,1752,2018/12/17,A/Virginia/59/2018,
MK623701,1752,2018/12/17,A/New Mexico/31/2018,
MK623437,1752,2018/12/17,A/California/112/2018,
MK623733,1752,2018/12/17,A/North Carolina/43/2018,
MK557726,1752,2018/12/17,A/Virginia/60/2018,
MK623917,1752,2018/12/17,A/Wyoming/21/2018,
MK626389,1752,2018/12/17,A/Pennsylvania/511/2018,
MK785475,1701,2018/12/17,A/South Korea/8357/2018,
MK635627,1701,2018/12/17,A/Texas/7782/2018,
MK557126,1752,2018/12/17,A/Indiana/40/2018,
MK557134,1752,2018/12/18,A/Indiana/42/2018,
MK635592,1701,2018/12/18,A/Japan/7700/2018,
MK623709,1752,2018/12/18,A/New Mexico/32/2018,
MK633784,1752,2018/12/18,A/Mexico/NHRC-OID_SAR30197N/2018,
MK635634,1701,2018/12/18,A/Washington/7796/2018,
MK623749,1752,2018/12/19,A/Oklahoma/27/2018,
MK626317,1752,2018/12/19,A/Montana/47/2018,
MK635575,1701,2018/12/19,A/California/7674/2018,
MK626485,1752,2018/12/19,A/Wisconsin/514/2018,
MK623773,1752,2018/12/19,A/Oregon/29/2018,
MK576994,1701,2018/12/20,A/South Korea/7871/2018,
MK899226,1752,2018/12/20,A/California/NHRC-OID_SAR30200N/2018,
MK557294,1752,2018/12/20,A/Massachusetts/34/2018,
MK623501,1752,2018/12/20,A/Connecticut/41/2018,
MK633577,1752,2018/12/20,A/California/NHRC-OID_SAR42134N/2018,
MK635580,1701,2018/12/20,A/Colorado/7679/2018,
MK557662,1752,2018/12/21,A/South Dakota/59/2018,
MK623469,1752,2018/12/21,A/California/117/2018,
MK839304,1701,2018/12/21,A/South Korea/8524/2018,
MK786351,1701,2018/12/21,A/South Korea/8356/2018,
MK636267,1701,2018/12/21,A/North Carolina/7748/2018,
MK557590,1752,2018/12/21,A/Pennsylvania/514/2018,
MK623741,1752,2018/12/21,A/North Carolina/44/2018,
MK576245,1701,2018/12/22,A/South Korea/7873/2018,
MK623829,1752,2018/12/23,A/Vermont/28/2018,
MK631578,1752,2018/12/24,A/South Carolina/03/2018,
MK577026,1701,2018/12/24,A/Texas/7895/2018,
MK631258,1752,2018/12/25,A/Michigan/419/2018,
MK839302,1701,2018/12/25,A/South Korea/8522/2018,
MK635613,1701,2018/12/25,A/Ohio/7754/2018,
MK557598,1752,2018/12/25,A/Pennsylvania/516/2018,
MK623278,1752,2018/12/26,A/Massachusetts/35/2018,
MK623853,1752,2018/12/26,A/Washington/198/2018,
MK635595,1701,2018/12/26,A/Nevada/7707/2018,
MK636435,1701,2018/12/26,A/Texas/7788/2018,
MK623677,1752,2018/12/27,A/New Hampshire/36/2018,
MK786343,1701,2018/12/27,A/South Korea/8355/2018,
MK623653,1752,2018/12/27,A/Montana/49/2018,
MK623517,1752,2018/12/27,A/Florida/126/2018,
MK630890,1753,2018/12/28,A/California/122/2018,
MK576269,1701,2018/12/28,A/Texas/7905/2018,
MK576230,1701,2018/12/28,A/Japan/7844/2018,
MK772800,1752,2018/12/28,A/Alaska/67/2018,
MK999469,1753,2018/12/28,A/California/122/2018,
MK633593,1752,2018/12/28,A/Illinois/NHRC-OID_18713/2018,
MK635591,1701,2018/12/28,A/Florida/7697/2018,
MK495317,1752,2018/12/29,A/Moscow/250/2018,
MK495309,1766,2018/12/29,A/Moscow/249/2018,
MK623901,1752,2018/12/29,A/Wisconsin/517/2018,
MK839297,1701,2018/12/29,A/South Korea/8512/2018,
MK577106,1701,2018/12/30,A/Texas/7913/2018,
MK557510,1752,2018/12/30,A/North Dakota/46/2018,
MK556846,1752,2018/12/30,A/Alabama/45/2018,
MK630899,1752,2018/12/31,A/California/123/2018,
MK630985,1752,2019/01/01,A/District Of Columbia/01/2019,
MK630802,1752,2019/01/01,A/Arizona/01/2019,
MK631754,1752,2019/01/02,A/Wyoming/01/2019,
MK576290,1701,2019/01/02,A/Washington/7952/2019,
MK630770,1752,2019/01/02,A/Alabama/03/2019,
MK630731,1752,2019/01/02,A/California/12/2019,
MK631250,1752,2019/01/02,A/Michigan/01/2019,
MK623781,1752,2019/01/02,A/Tennessee/01/2019,
MK631706,1752,2019/01/02,A/West Virginia/02/2019,
MN422948,1752,2019/01/02,A/West Virginia/02/2019,
MK630994,1752,2019/01/02,A/District Of Columbia/02/2019,
MK623877,1752,2019/01/03,A/Wisconsin/02/2019,
MK576266,1701,2019/01/03,A/Texas/7899/2019,
MK576778,1701,2019/01/03,A/Colorado/7816/2019,
MK577274,1701,2019/01/03,A/Washington/7953/2019,
MK576218,1701,2019/01/03,A/Colorado/7818/2019,
MK630746,1752,2019/01/03,A/New York/01/2019,
MK630834,1754,2019/01/03,A/California/04/2019,
MK630850,1752,2019/01/03,A/California/06/2019,
MK630842,1752,2019/01/03,A/California/05/2019,
MK576216,1701,2019/01/03,A/Colorado/7815/2019,
MK631618,1752,2019/01/03,A/Texas/02/2019,
MK631130,1752,2019/01/03,A/Iowa/01/2019,
MK630858,1752,2019/01/04,A/California/07/2019,
MK576234,1701,2019/01/04,A/Kentucky/7851/2019,
MK576217,1701,2019/01/04,A/Colorado/7817/2019,
MK576220,1701,2019/01/04,A/England/7822/2019,
MK742951,1701,2019/01/04,A/Hawaii/7996/2019,
MK742961,1701,2019/01/04,A/New Jersey/8022/2019,
MK899178,1752,2019/01/04,A/California/NHRC-OID_FDX40836/2019,
MK716026,1752,2019/01/05,A/Nevada/08/2019,
MK577066,1701,2019/01/05,A/Texas/7906/2019,
MK742949,1701,2019/01/05,A/Hawaii/7987/2019,
MK631098,1752,2019/01/06,A/Illinois/01/2019,
MK630947,1752,2019/01/06,A/Connecticut/02/2019,
MK715754,1752,2019/01/06,A/California/20/2019,
MK576268,1701,2019/01/07,A/Texas/7903/2019,
MK576232,1701,2019/01/07,A/Japan/7849/2019,
MK576922,1701,2019/01/07,A/New Jersey/7855/2019,
MK899234,1752,2019/01/07,A/California/NHRC-OID_SAR30207N/2019,
MK576222,1701,2019/01/07,A/England/7824/2019,
MK631559,1752,2019/01/07,A/Rhode Island/02/2019,
MK576214,1701,2019/01/07,A/California/7813/2019,
MK576986,1701,2019/01/07,A/Oklahoma/7869/2019,
MK576970,1701,2019/01/07,A/New York/7863/2019,
MK576243,1701,2019/01/07,A/South Dakota/7870/2019,
MK773189,1752,2019/01/07,A/Michigan/29/2019,
MK786375,1701,2019/01/07,A/South Korea/8363/2019,
MK576754,1701,2019/01/08,A/Alaska/7806/2019,
MK631490,1752,2019/01/08,A/Pennsylvania/03/2019,
MK631330,1752,2019/01/08,A/Nebraska/03/2019,
MK630687,1752,2019/01/08,A/Mississippi/02/2019,
MK576239,1701,2019/01/08,A/Ohio/7865/2019,
MK630915,1752,2019/01/08,A/Colorado/01/2019,
MK742953,1701,2019/01/08,A/Japan/7999/2019,
MK633865,1752,2019/01/08,A/Virginia/NHRC-OID_FDX150047/2019,
MK577042,1701,2019/01/08,A/Texas/7901/2019,
MK631038,1753,2019/01/08,A/Florida/04/2019,
MK631401,1752,2019/01/08,A/New Mexico/02/2019,
MK715770,1752,2019/01/08,A/California/22/2019,
MK631162,1752,2019/01/08,A/Kansas/02/2019,
MK633361,1752,2019/01/09,A/California/NHRC-OID_FDX100221/2019,
MK576930,1701,2019/01/09,A/New Jersey/7856/2019,
MK576289,1701,2019/01/09,A/Virginia/7951/2019,
MK631122,1752,2019/01/09,A/Indiana/02/2019,
MK495285,1752,2019/01/09,A/Moscow/2/2019,
MK495325,1776,2019/01/09,A/Moscow/3/2019,
MK785887,1701,2019/01/09,A/Mississippi/8274/2019,
MK743482,1701,2019/01/09,A/Nebraska/8009/2019,
MN160738,1752,2019/01/09,A/Ohio/01/2019,
MK631306,1752,2019/01/10,A/Montana/05/2019,
MK576866,1701,2019/01/10,A/Italy/7839/2019,
MK576215,1701,2019/01/10,A/California/7814/2019,
MK743922,1701,2019/01/10,A/Washington/8088/2019,
MK786327,1701,2019/01/10,A/South Korea/8353/2019,
MK786383,1701,2019/01/10,A/South Korea/8364/2019,
MK576818,1701,2019/01/10,A/Germany/7831/2019,
MK715786,1753,2019/01/10,A/California/24/2019,
MK631050,1752,2019/01/11,A/Georgia/03/2019,
MK631266,1752,2019/01/11,A/Minnesota/02/2019,
MK743282,1701,2019/01/11,A/Florida/7970/2019,
MK676601,1752,2019/01/12,A/Nevada/06/2019,
MK631482,1752,2019/01/13,A/Oklahoma/04/2019,
MK715722,1752,2019/01/13,A/Arizona/08/2019,
MK631441,1752,2019/01/14,A/North Carolina/02/2019,
MK743354,1701,2019/01/14,A/Guam/7984/2019,
MK676333,1752,2019/01/14,A/Maryland/04/2019,
MK839619,1701,2019/01/14,A/Germany/8425/2019,
MN004349,1752,2019/01/14,A/Oklahoma/05/2019,
MK631655,1753,2019/01/14,A/Vermont/02/2019,
MK743642,1701,2019/01/14,A/New Mexico/8035/2019,
MK839281,1701,2019/01/14,A/Germany/8426/2019,
MK630930,1752,2019/01/15,A/Colorado/05/2019,
MK762952,1701,2019/01/15,A/Alaska/8099/2019,
MN559742,1752,2019/01/15,A/Hulunbuir/1902/2019,
MK743466,1701,2019/01/15,A/Maryland/8005/2019,
MK631298,1752,2019/01/15,A/Missouri/02/2019,
MK743458,1701,2019/01/15,A/Maryland/8004/2019,
MK576281,1701,2019/01/16,A/Texas/7936/2019,
MK631138,1752,2019/01/16,A/Iowa/04/2019,
MK676444,1752,2019/01/16,A/Florida/07/2019,
MK676524,1752,2019/01/16,A/Indiana/04/2019,
MK743826,1701,2019/01/16,A/Texas/8068/2019,
MK762977,1701,2019/01/16,A/Japan/8140/2019,
MK763648,1701,2019/01/16,A/Kentucky/8144/2019,
MN559740,1752,2019/01/16,A/Hulunbuir/1901/2019,
MK631666,1752,2019/01/16,A/Vermont/04/2019,
MK743818,1701,2019/01/16,A/Texas/8067/2019,
MK762955,1701,2019/01/16,A/Arizona/8103/2019,
MK676596,1752,2019/01/16,A/Mississippi/05/2019,
MK743546,1701,2019/01/16,A/New Jersey/8021/2019,
MK742980,1701,2019/01/17,A/Virginia/8087/2019,
MK676492,1752,2019/01/17,A/Idaho/03/2019,
MK899202,1752,2019/01/17,A/California/NHRC-OID_FDX90341/2019,
MT102459,1701,2019/01/17,A/Homo sapien/China/LS301/2019,
MK630694,1752,2019/01/17,A/Wisconsin/05/2019,
MK743698,1701,2019/01/17,A/Ohio/8049/2019,
MK676540,1752,2019/01/17,A/Louisiana/05/2019,
MK676450,1752,2019/01/17,A/Florida/08/2019,
MN423062,1752,2019/01/17,A/Minnesota/46/2019,
MK763616,1701,2019/01/18,A/Idaho/8133/2019,
MK763624,1701,2019/01/18,A/Illinois/8134/2019,
MK676460,1752,2019/01/19,A/Florida/09/2019,
MN559744,1752,2019/01/20,A/Hulunbuir/1903/2019,
MK676751,1752,2019/01/21,A/Wyoming/03/2019,
MK676732,1752,2019/01/21,A/Texas/07/2019,
MK899034,1752,2019/01/21,A/California/NHRC-OID_BRD21777N/2019,
MK763033,1701,2019/01/21,A/Washington/8237/2019,
MK633041,1752,2019/01/21,A/California/NHRC-OID_BOX-ILI-0007/2019,
MK676427,1752,2019/01/22,A/Connecticut/07/2019,
MK762984,1701,2019/01/22,A/New Jersey/8156/2019,
MK763024,1701,2019/01/22,A/Utah/8224/2019,
MK763034,1701,2019/01/22,A/Washington/8238/2019,
MK715842,1752,2019/01/22,A/California/32/2019,
MK715890,1752,2019/01/23,A/Colorado/07/2019,
MK839275,1701,2019/01/23,A/Belgium/8414/2019,
MK762970,1701,2019/01/23,A/Florida/8124/2019,
MK763008,1701,2019/01/23,A/Oklahoma/8195/2019,
MK763028,1701,2019/01/23,A/Virginia/8229/2019,
MK763600,1701,2019/01/23,A/Georgia/8131/2019,
MK676708,1752,2019/01/24,A/Tennessee/07/2019,
MK715746,1752,2019/01/24,A/Arkansas/07/2019,
MK839779,1701,2019/01/24,A/Italy/8449/2019,
MK762986,1701,2019/01/24,A/New Jersey/8159/2019,
MK763992,1701,2019/01/24,A/Washington/8248/2019,
MT102462,1701,2019/01/24,A/Homo sapien/China/LS304/2019,
MK715818,1752,2019/01/25,A/California/29/2019,
MK785447,1701,2019/01/25,A/Italy/8260/2019,
MK927212,1701,2019/01/25,A/Italy/8942/2019,
MK633057,1752,2019/01/25,A/California/NHRC-OID_BOX-ILI-0012/2019,
MK763760,1701,2019/01/25,A/New York/8178/2019,
MK785490,1701,2019/01/25,A/Washington/8401/2019,
MK763005,1701,2019/01/26,A/Ohio/8190/2019,
MK763018,1701,2019/01/26,A/Texas/8216/2019,
MK716074,1752,2019/01/27,A/New Mexico/07/2019,
MK763976,1701,2019/01/27,A/Washington/8242/2019,
MK716042,1752,2019/01/27,A/Nevada/11/2019,
MK716162,1753,2019/01/28,A/Wisconsin/25/2019,
MK716130,1752,2019/01/28,A/Utah/08/2019,
MK839283,1701,2019/01/28,A/Germany/8435/2019,
MK839667,1701,2019/01/28,A/Germany/8433/2019,
MK773285,1752,2019/01/28,A/North Carolina/07/2019,
MK785482,1701,2019/01/28,A/Texas/8375/2019,
MK763037,1701,2019/01/28,A/Washington/8243/2019,
MK764000,1701,2019/01/28,A/Wyoming/8250/2019,
MK763026,1701,2019/01/28,A/Utah/8227/2019,
MK899122,1752,2019/01/28,A/California/NHRC-OID_FDX12253/2019,
MK899074,1752,2019/01/28,A/California/NHRC-OID_FDX100261/2019,
MK899154,1752,2019/01/28,A/California/NHRC-OID_FDX22102/2019,
MK763552,1701,2019/01/28,A/Delaware/8118/2019,
MK762987,1701,2019/01/28,A/New Mexico/8160/2019,
MK716106,1752,2019/01/28,A/Oregon/04/2019,
MK715866,1752,2019/01/29,A/California/35/2019,
MK839320,1701,2019/01/29,A/Washington/8562/2019,
MK763720,1701,2019/01/29,A/New Mexico/8163/2019,
MK762968,1701,2019/01/29,A/England/8121/2019,
MN004357,1752,2019/01/29,A/Oklahoma/08/2019,
MK786007,1701,2019/01/29,A/New Jersey/8297/2019,
MK763984,1701,2019/01/29,A/Washington/8245/2019,
MK762979,1701,2019/01/29,A/Kansas/8143/2019,
MK763010,1701,2019/01/29,A/Oklahoma/8198/2019,
MK839286,1701,2019/01/29,A/Japan/8456/2019,
MK716089,1752,2019/01/29,A/Oklahoma/08/2019,
MN061187,1766,2019/01/29,A/Tomsk/9/2019,
MK785468,1701,2019/01/30,A/Oklahoma/8333/2019,
MK785493,1701,2019/01/30,A/Washington/8406/2019,
MK785449,1701,2019/01/30,A/Maryland/8268/2019,
MK927211,1701,2019/01/30,A/Italy/8940/2019,
MN004549,1752,2019/01/30,A/Texas/16/2019,
MK927222,1701,2019/01/30,A/Italy/8956/2019,
MK716122,1752,2019/01/30,A/Texas/16/2019,
MK676635,1754,2019/01/31,A/New York/06/2019,
MK773389,1752,2019/01/31,A/Texas/38/2019,
MK785464,1701,2019/01/31,A/Ohio/8322/2019,
MK786047,1701,2019/01/31,A/New York/8304/2019,
MK786159,1701,2019/01/31,A/Ohio/8321/2019,
MK785458,1701,2019/01/31,A/Nevada/8295/2019,
MK716178,1753,2019/01/31,A/Wisconsin/28/2019,
MK855597,1752,2019/01/31,A/Massachusetts/08/2019,
MK786175,1701,2019/01/31,A/Ohio/8324/2019,
MK715882,1752,2019/02/01,A/California/39/2019,
MK716190,1752,2019/02/01,A/Wisconsin/29/2019,
MK785999,1701,2019/02/01,A/Nevada/8296/2019,
MK785466,1701,2019/02/01,A/Ohio/8327/2019,
MK676325,1752,2019/02/01,A/Maine/05/2019,
MK899130,1752,2019/02/01,A/California/NHRC-OID_FDX12263/2019,
MK772965,1752,2019/02/01,A/California/43/2019,
MK786095,1701,2019/02/01,A/North Carolina/8310/2019,
MK868692,1701,2019/02/01,A/Florida/8583/2019,
MK839915,1701,2019/02/01,A/Nebraska/8471/2019,
MN004226,1752,2019/02/01,A/New York/14/2019,
MK773149,1752,2019/02/02,A/Kansas/08/2019,
MK773061,1752,2019/02/03,A/District Of Columbia/06/2019,
