accession,segment,length,date,name
CY217057,4,1752,1/19/2017,A/Arkansas/06/2017
CY223565,4,1752,2/6/2017,A/Oklahoma/08/2017
KY487767,4,1777,1/28/2016,A/Linkou/0084/2016
CY225622,4,1752,2/21/2017,A/Texas/63/2017
CY220799,4,1752,1/30/2017,A/South Dakota/06/2017
CY209856,4,1701,3/25/2016,A/Florida/5371/2016
CY210861,4,1752,10/17/2016,A/Florida/85/2016
KY368150,4,1701,Oct-16,A/Pavia/65/2016
CY223541,4,1752,2/24/2017,A/Wyoming/09/2017
CY209872,4,1701,3/16/2016,A/Utah/5387/2016
KY509809,4,1701,2/3/2016,A/Seoul/224/2016
CY218905,4,1753,1/23/2017,A/California/14/2017
CY218865,4,1752,1/9/2017,A/Oklahoma/04/2017
CY217834,4,1752,4/19/2016,A/Tennessee/24/2016
CY225806,4,1752,3/14/2017,A/Wisconsin/38/2017
CY210868,4,1752,10/17/2016,A/Florida/85/2016
CY209528,4,1752,10/18/2016,A/Oklahoma/12/2016
CY217001,4,1752,1/11/2017,A/North Dakota/01/2017
KY925399,4,1777,8/28/2013,A/Camaqua/LACENRS-3512/2013
MN559740,4,1752,1/16/2019,A/Hulunbuir/1901/2019
MN559742,4,1752,1/15/2019,A/Hulunbuir/1902/2019
KY926261,4,1777,7/6/2012,A/Porto Alegre/LACENRS-908/2012
KY925951,4,1777,4/25/2016,A/Canoas/LACENRS-1105/2016
KY949887,4,1774,1/28/2016,A/Keelung/0039/2016
KY925893,4,1778,6/22/2012,A/Rosario do Sul/LACENRS-383/2012
KY926160,4,1777,6/20/2013,A/Santa Cruz do Sul/LACENRS-1560/2013
KY925038,4,1777,6/26/2013,A/Santa Cruz do Sul/LACENRS-1761/2013
KY925532,4,1777,6/30/2014,A/Porto Alegre/LACENRS-1485/2014
KY930509,4,1701,12/28/2015,A/Shiraz/127/2015
CY229069,4,1752,3/15/2017,A/California/48/2017
KY925560,4,1778,7/14/2013,A/Passo Fundo/LACENRS-2459/2013
KY925543,4,1777,7/25/2012,A/Sao Jose do Inhacora/LACENRS-2082/2012
CY225446,4,1752,2/15/2017,A/Rhode Island/08/2017
KY925735,4,1777,7/10/2012,A/Cachoeirinha/LACENRS-1083/2012
CY228973,4,1752,2/10/2017,A/Ohio/07/2017
CY229045,4,1752,3/19/2017,A/North Dakota/15/2017
KY950100,4,1774,11/17/2016,A/Linkou/0157/2016
KY926100,4,1777,4/8/2016,A/Porto Alegre/LACENRS-599/2016
CY233880,4,1752,3/18/2017,A/Washington/35/2017
CY233888,4,1752,3/24/2017,A/Washington/38/2017
CY229037,4,1752,3/16/2017,A/Illinois/26/2017
KY925702,4,1777,7/30/2012,A/Porto Alegre/LACENRS-2357/2012
CY233744,4,1752,2/20/2017,A/South Carolina/05/2017
CY225750,4,1752,2/10/2017,A/California/43/2017
CY231194,4,1752,4/2/2017,A/Iowa/18/2017
CY225710,4,1752,3/13/2017,A/North Carolina/21/2017
KX792307,4,1701,4/19/2012,A/India/Kerala128942/2012
KX792318,4,1701,7/20/2012,A/India/P1210573/2012
CY229157,4,1752,3/20/2017,A/Michigan/41/2017
KY075820,4,1701,3/19/2015,A/Palestine/46/2015
KY075822,4,1701,3/30/2013,A/Palestine/301/2013
KX792273,4,1701,3/17/2012,A/India/P122703/2012
KX792284,4,1701,3/21/2012,A/India/P123192/2012
KX792286,4,1701,3/5/2012,A/India/P122045/2012
KY801192,4,1701,Dec-10,A/Mexico/INCMNSZ/RF518/2010
KY801197,4,1701,Jan-12,A/Mexico/INCMNSZ/RFB584/2012
KY801202,4,1701,Jan-14,A/Mexico/INCMNSZ/RFH594/2014
CY239601,4,1752,6/13/2017,A/Michigan/265/2017
MF768843,4,1701,11/4/2015,A/Jeddah/KFAFH3161/2015
CY245516,4,1747,8/23/2017,A/California/73/2017
KM409226,4,1701,2/4/2014,A/Indiana/03/2014
MF593583,4,1701,1/18/2017,A/Mexico/8517/2017
KM408970,4,1701,10/28/2013,A/Connecticut/03/2013
KM409163,4,1701,2/16/2014,A/Arizona/03/2014
CY242525,4,1752,7/11/2017,A/Florida/49/2017
MF768579,4,1701,11/7/2015,A/Jeddah/KFAFH1334/2015
MF593535,4,1701,2/18/2017,A/Mexico/4621/2017
CY243766,4,1752,6/15/2017,A/Arizona/41/2017
CY242509,4,1752,7/18/2017,A/California/61/2017
CY242517,4,1752,7/23/2017,A/California/62/2017
MF593485,4,1701,1/14/2016,A/Mexico/4104/2016
CY239577,4,1752,6/24/2017,A/Alaska/18/2017
MF768699,4,1701,5/18/2014,A/Jeddah/7246/2014
CY239529,4,1752,12/12/2016,A/Texas/194/2016
CY239585,4,1752,6/15/2017,A/Arizona/40/2017
MF593501,4,1701,2/28/2016,A/Mexico/4433/2016
CY245531,4,1752,8/27/2017,A/Michigan/280/2017
CY236235,4,1752,5/14/2017,A/Delaware/26/2017
CY236275,4,1752,5/12/2017,A/Maryland/38/2017
CY238747,4,1752,2/12/2017,A/California/45/2017
MF768787,4,1701,11/12/2015,A/Jeddah/0267/2015
MF768859,4,1701,11/19/2015,A/Jeddah/0234/2015
KU509695,4,1701,7/23/2015,A/Indiana/15/2015
KT274471,4,1701,11/19/2013,A/Arizona/11/2013
CY245547,4,1752,9/5/2017,A/Nebraska/08/2017
KU322000,4,1701,2011,A/Milano/70/2011
KU322002,4,1701,2014,A/Milano/24/2014
KU321990,4,1701,2015,A/Milano/276/2015
KU321994,4,1701,2011,A/Milano/128/2011
CY236230,4,1752,4/21/2017,A/Washington/290/2017
CY249779,4,1752,8/30/2017,A/Florida/62/2017
CY258612,4,1752,10/20/2017,A/Mississippi/26/2017
CY250420,4,1752,7/18/2017,A/Michigan/272/2017
MG230433,4,1701,1/16/2016,A/Markazi/1226/2016
CY256834,4,1752,12/7/2015,A/Nicaragua/4303_11/2015
CY256437,4,1752,10/2/2017,A/Florida/69/2017
CY258644,4,1754,10/29/2017,A/Louisiana/60/2017
CY259655,4,1701,3/9/2016,A/New York/A-WC-LVD-16-040/2016
MG230392,4,1701,12/12/2015,A/Markazi/0808/2015
MG230400,4,1701,1/5/2016,A/Zanjan/0916/2016
MG230343,4,1701,11/18/2015,A/Zanjan/0231/2015
CY250747,4,1752,10/4/2017,A/Indiana/27/2017
MG230341,4,1701,11/17/2015,A/Semnan/0222/2015
MG230348,4,1701,11/17/2015,A/Markazi/0257/2015
MG230408,4,1701,1/10/2016,A/Semnan/1164/2016
CY256453,4,1752,10/12/2017,A/Utah/32/2017
CY258588,4,1752,10/23/2017,A/Texas/294/2017
CY258628,4,1752,10/6/2017,A/Texas/295/2017
CY258524,4,1752,10/3/2017,A/Oregon/16/2017
MG230406,4,1701,1/10/2016,A/Zanjan/1133/2016
CY250731,4,1752,10/4/2017,A/Mississippi/24/2017
CY249803,4,1752,9/6/2017,A/Michigan/284/2017
CY258556,4,1752,10/10/2017,A/Michigan/297/2017
CY249819,4,1752,8/24/2017,A/Hawaii/46/2017
CY256722,4,1752,11/25/2015,A/Nicaragua/8583_02/2015
CY256778,4,1752,11/27/2015,A/Nicaragua/8746_02/2015
CY250755,4,1752,10/21/2017,A/Arkansas/28/2017
CY256922,4,1752,12/28/2015,A/Nicaragua/7525_12/2015
CY258636,4,1752,11/3/2017,A/Pennsylvania/266/2017
MG230378,4,1701,12/2/2015,A/Zanjan/0757/2015
CY249827,4,1752,9/10/2017,A/Ohio/41/2017
CY250428,4,1752,7/30/2017,A/New Jersey/29/2017
CY249771,4,1752,9/1/2017,A/Illinois/30/2017
CY258684,4,1752,10/30/2017,A/Oregon/20/2017
CY250163,4,1752,9/21/2017,A/Michigan/290/2017
CY256525,4,1752,10/3/2017,A/Oregon/16/2017
CY262009,4,1752,11/13/2017,A/Florida/94/2017
CY261914,4,1752,11/10/2017,A/California/124/2017
MG978776,4,1752,12/25/2017,A/New Jersey/39/2017
CY261977,4,1752,11/19/2017,A/Utah/37/2017
CY263270,4,1752,12/3/2017,A/West Virginia/28/2017
MG745931,4,1701,11/15/2017,A/Tunisia/11196/2017
MG745934,4,1701,12/15/2017,A/Tunisia/12248/2017
CY265523,4,1752,11/21/2017,A/California/145/2017
CY261985,4,1752,11/22/2017,A/Utah/39/2017
CY265229,4,1752,11/30/2017,A/Maryland/94/2017
CY265459,4,1752,12/18/2017,A/Nevada/32/2017
MH083888,4,1752,10/9/2017,A/New York/34/2017
MH083792,4,1752,12/30/2017,A/Missouri/51/2017
CY263215,4,1752,11/29/2017,A/New York/46/2017
CY264593,4,1752,9/24/2017,A/Florida/66/2017
MH084157,4,1752,1/18/2018,A/Virginia/04/2018
CY261930,4,1754,11/19/2017,A/Connecticut/35/2017
MH084205,4,1752,12/19/2017,A/Wisconsin/352/2017
MH083825,4,1752,1/9/2018,A/New Hampshire/01/2018
MH083509,4,1752,12/12/2017,A/Illinois/47/2017
MH083573,4,1752,12/19/2017,A/Iowa/49/2017
MH360094,4,1754,3/19/2018,A/Montana/22/2018
MH083517,4,1752,12/14/2017,A/Illinois/48/2017
CY259239,4,1752,2/7/2017,A/New York/A-WC-LVD-17-033/2017
MH083749,4,1752,1/2/2018,A/Mississippi/01/2018
CY257493,4,1752,9/7/2017,A/Kentucky/26/2017
MH084149,4,1752,1/15/2018,A/Vermont/03/2018
CY261954,4,1752,11/18/2017,A/Illinois/37/2017
MG978816,4,1752,12/26/2017,A/Ohio/57/2017
MG978888,4,1752,12/23/2017,A/South Carolina/25/2017
CY261890,4,1752,11/9/2017,A/California/122/2017
CY265355,4,1752,12/12/2017,A/California/143/2017
CY265363,4,1752,12/11/2017,A/California/142/2017
MG905595,4,1701,May-17,A/Kolkata/NICED-0005/2017
MG905597,4,1701,May-17,A/Kolkata/NICED-0007/2017
MG905600,4,1701,May-17,A/Kolkata/NICED-0010/2017
CY261821,4,1752,11/3/2017,A/Washington/310/2017
CY265371,4,1752,12/7/2017,A/California/141/2017
CY261946,4,1752,10/21/2017,A/Hawaii/54/2017
CY265292,4,1752,12/14/2017,A/Louisiana/71/2017
CY260162,4,1752,10/28/2017,A/Iowa/35/2017
MG815810,4,1752,11/6/2017,A/Kenya/045/2017
MG982601,4,1701,2/29/2016,A/shandong-zhifu/SWL1171/2016
MG982603,4,1701,4/6/2016,A/shandong-zhifu/SWL1246/2016
MG982610,4,1701,2/11/2017,A/shandong-zhifu/SWL1145/2017
MG982613,4,1701,3/29/2017,A/shandong-fushan/SWL1281/2017
MH246149,4,1752,2/28/2018,A/Utah/16/2018
MH446508,4,1752,3/20/2018,A/Arizona/27/2018
MH125938,4,1752,1/15/2018,A/Kentucky/04/2018
MH183669,4,1752,2/5/2018,A/Maine/08/2018
MH183917,4,1752,1/30/2018,A/Pennsylvania/48/2018
MH083286,4,1752,1/10/2018,A/Ohio/02/2018
MH183677,4,1752,2/6/2018,A/Maine/09/2018
MH083685,4,1752,1/10/2018,A/Maryland/02/2018
MH183469,4,1752,2/2/2018,A/Alaska/05/2018
MG982615,4,1701,4/1/2017,A/shandong-fushan/SWL1293/2017
MG982619,4,1701,4/13/2017,A/shandong-zhifu/SWL1283/2017
MH305892,4,1752,3/4/2018,A/Montana/19/2018
MH305948,4,1752,2/26/2018,A/Ohio/14/2018
MH125461,4,1752,1/17/2018,A/Delaware/02/2018
MH183829,4,1752,2/4/2018,A/New Jersey/11/2018
MH359900,4,1752,3/22/2018,A/Connecticut/24/2018
MH446628,4,1752,3/22/2018,A/Indiana/21/2018
MH125658,4,1752,2/5/2018,A/Alabama/16/2018
MH183949,4,1752,2/20/2018,A/Texas/84/2018
MH183709,4,1752,2/5/2018,A/Michigan/30/2018
MH183533,4,1752,2/11/2018,A/Colorado/11/2018
MH083704,4,1752,11/30/2017,A/Maryland/95/2017
MH446604,4,1752,4/9/2018,A/Florida/52/2018
MH125760,4,1752,2/4/2018,A/California/31/2018
MH125486,4,1752,1/23/2018,A/Texas/69/2018
MH183965,4,1752,1/21/2018,A/Utah/11/2018
MH125786,4,1752,1/19/2018,A/Delaware/05/2018
MH083901,4,1752,12/29/2017,A/New York/60/2017
MH126099,4,1752,1/30/2018,A/North Carolina/08/2018
MH083324,4,1752,12/8/2017,A/Alaska/80/2017
MH083632,4,1752,12/13/2017,A/Louisiana/65/2017
MH359846,4,1752,3/13/2018,A/Arizona/22/2018
MH125512,4,1752,1/17/2018,A/Maryland/05/2018
MH079580,4,1752,11/8/2017,A/Louisiana/62/2017
MH084062,4,1752,1/10/2018,A/Tennessee/01/2018
MH125539,4,1752,1/27/2018,A/Connecticut/06/2018
MH246093,4,1752,2/26/2018,A/North Dakota/14/2018
MH246101,4,1752,3/6/2018,A/North Dakota/17/2018
MH306035,4,1752,2/14/2018,A/Virginia/18/2018
MH446653,4,1752,4/7/2018,A/Iowa/49/2018
MH126290,4,1752,1/12/2018,A/Wyoming/04/2018
MH443500,4,1752,1/15/2018,A/Iowa/17/2018
MH446636,4,1752,3/27/2018,A/Indiana/22/2018
MH446868,4,1753,3/29/2018,A/Ohio/19/2018
MG982600,4,1701,2/1/2016,A/shandong-zhifu/SWL1194/2016
MH183613,4,1754,2/23/2018,A/Illinois/16/2018
MH446580,4,1752,3/14/2018,A/Florida/40/2018
MH125634,4,1752,1/18/2018,A/Alabama/11/2018
MH359862,4,1752,3/5/2018,A/California/47/2018
MH245873,4,1752,2/20/2018,A/North Carolina/19/2018
MH083718,4,1752,1/18/2018,A/Massachusetts/04/2018
MH125560,4,1752,1/29/2018,A/Virginia/05/2018
MH305999,4,1752,12/15/2017,A/Pennsylvania/276/2017
MH125553,4,1752,1/30/2018,A/Florida/17/2018
MH126178,4,1752,1/28/2018,A/Tennessee/06/2018
MH125962,4,1752,12/29/2017,A/Louisiana/72/2017
MH083461,4,1752,1/11/2018,A/Florida/07/2018
MH305807,4,1752,12/4/2017,A/Idaho/45/2017
MH233660,4,1752,2/7/2018,A/North Carolina/15/2018
MH446772,4,1752,3/20/2018,A/Minnesota/26/2018
MG982582,4,1701,4/1/2011,A/shandong-zhifu/SWL146/2011
MG982594,4,1701,1/25/2014,A/shandong-zhifu/SWL1103/2014
MG982591,4,1701,2/5/2014,A/shandong-zhifu/SWL1129/2014
MH360007,4,1752,1/11/2018,A/Maryland/22/2018
MH079624,4,1752,1/15/2018,A/Michigan/20/2018
MH359773,4,1753,3/18/2018,A/Nevada/01/2018
MG982596,4,1701,1/27/2014,A/shandong-zhifu/swl1161/2014
MH306052,4,1752,3/12/2018,A/Washington/70/2018
MH446964,4,1752,4/2/2018,A/Wisconsin/87/2018
MH446796,4,1752,3/29/2018,A/Missouri/28/2018
MH126207,4,1752,1/25/2018,A/Texas/72/2018
MH294741,4,1701,9/26/2017,A/Florida/6394/2017
MH233589,4,1752,2/21/2018,A/New York/16/2018
MH446874,4,1752,3/26/2018,A/South Carolina/01/2018
MH126242,4,1752,1/31/2018,A/Virginia/07/2018
MH183997,4,1752,2/5/2018,A/Washington/49/2018
MH184005,4,1752,2/12/2018,A/Washington/50/2018
MH083469,4,1752,1/15/2018,A/Florida/10/2018
MH600093,4,1752,4/12/2018,A/Vermont/18/2018
MH540514,4,1752,3/11/2018,A/Colorado/19/2018
MF319573,4,1701,1/27/2017,A/India/C1721657/2017
MF319580,4,1701,3/16/2017,A/India/Ahm1725705/2017
MF319583,4,1701,4/6/2017,A/India/Hyd1725804/2017
MH540687,4,1752,4/17/2018,A/Ohio/20/2018
MF319585,4,1701,12/17/2016,A/India/C1619574/2016
MF319588,4,1701,2/10/2017,A/India/P1722256/2017
MF319591,4,1701,3/18/2016,A/India/P167506/2016
MH540695,4,1752,2018,A/Rhode Island/11/2018
MF319596,4,1701,3/13/2016,A/India/P163725/2016
MH669842,4,1752,12/31/2017,A/District Of Columbia/13/2017
MH540663,4,1752,4/13/2018,A/New York/36/2018
MH601274,4,1752,3/9/2018,A/Alaska/31/2018
MH701124,4,1752,3/14/2018,A/California/BRD12604N/2018
MH600292,4,1752,3/28/2018,A/Maryland/43/2018
MH791463,4,1752,6/28/2018,A/Michigan/381/2018
MH600407,4,1752,4/27/2018,A/Pennsylvania/80/2018
MH540575,4,1752,3/5/2018,A/Maryland/37/2018
MH540703,4,1752,4/22/2018,A/South Dakota/40/2018
MH600247,4,1752,4/5/2018,A/Hawaii/37/2018
MH600327,4,1752,5/7/2018,A/Minnesota/36/2018
MH600263,4,1752,4/24/2018,A/Idaho/21/2018
MH540647,4,1752,4/10/2018,A/New Jersey/29/2018
MH540631,4,1752,4/10/2018,A/Missouri/44/2018
MH600191,4,1752,3/14/2018,A/District Of Columbia/19/2018
MH540655,4,1752,4/10/2018,A/New York/35/2018
MH601441,4,1752,1/12/2018,A/Illinois/29/2018
MH600215,4,1752,5/7/2018,A/Florida/60/2018
MH669821,4,1752,5/22/2018,A/New Jersey/37/2018
MH669995,4,1752,12/18/2017,A/District Of Columbia/09/2017
MH636830,4,1701,2/11/2018,A/Viet Nam/SARI02TN18009/2018
MH636833,4,1701,2/28/2018,A/Viet Nam/SARI18HH18010/2018
MK265594,4,1752,10/3/2018,A/Indiana/30/2018
MK398790,4,1752,11/8/2018,A/Michigan/407/2018
MG572432,4,1701,Jan-16,A/Beijing-Xicheng/SWL116/2016
MH600463,4,1752,4/23/2018,A/Vermont/21/2018
MH600530,4,1752,3/6/2018,A/Wisconsin/75/2018
MH160789,4,1701,9/8/2017,A/Barwani/8117/2017
MG271898,4,1701,5/31/2017,A/India/P1727283/2017
MG271901,4,1701,7/20/2017,A/India/P1729358/2017
MK182047,4,1752,9/4/2018,A/Iowa/57/2018
MG271887,4,1701,4/15/2017,A/India/J1726918/2017
MG271889,4,1701,4/21/2017,A/India/J1726924/2017
MG271892,4,1701,2/2/2017,A/India/SOL1726612/2017
KY648964,4,1701,3/1/2016,A/Guangzhou/44/2016
MK245926,4,1752,10/2/2018,A/Alabama/33/2018
MK265491,4,1752,9/13/2018,A/Iowa/59/2018
MK398750,4,1752,11/26/2018,A/Alabama/37/2018
MK381512,4,1701,1/11/2018,A/Texas/6980/2018
MK364649,4,1752,10/30/2018,A/Florida/97/2018
MK364634,4,1752,11/8/2018,A/Florida/103/2018
MK364019,4,1752,10/25/2018,A/Indiana/32/2018
MK364247,4,1752,11/7/2018,A/Florida/102/2018
MK364408,4,1752,10/30/2018,A/California/70/2018
MK077296,4,1752,8/31/2018,A/Wisconsin/104/2018
MK025781,4,1752,2/18/2018,A/New Jersey/13/2018
MK025775,4,1752,7/18/2017,A/Michigan/272/2017
MK025747,4,1752,8/15/2018,A/Pennsylvania/127/2018
MK025706,4,1752,7/15/2018,A/Florida/76/2018
MK071139,4,1701,2017,A/New York City/PV00423/2017
MK364507,4,1752,10/9/2018,A/Florida/91/2018
MH845716,4,1752,7/10/2018,A/Pennsylvania/124/2018
MK364547,4,1752,9/27/2018,A/Florida/89/2018
MK382038,4,1701,1/8/2018,A/Texas/7050/2018
MK364613,4,1752,10/30/2018,A/Delaware/39/2018
MH797870,4,1752,2017,A/New York/PV00410/2017
MK399255,4,1752,11/5/2018,A/California/80/2018
MK381484,4,1701,1/17/2018,A/Italy/6952/2018
MG271879,4,1701,5/12/2017,A/India/Alap1729368/2017
MG271881,4,1701,5/12/2017,A/India/Alap1729373/2017
MK245798,4,1752,9/11/2018,A/Hawaii/55/2018
MK246079,4,1701,3/25/2015,A/Saudi Arabia/118/2015
MK246034,4,1701,12/21/2015,A/Saudi Arabia/40/2015
MK401400,4,1701,2/14/2018,A/Nebraska/7234/2018
MK399263,4,1752,10/30/2018,A/Hawaii/67/2018
MH701652,4,1752,2/14/2018,A/Japan/FDX70360/2018
MK181959,4,1752,9/6/2018,A/Arizona/38/2018
MK246038,4,1701,12/21/2015,A/Saudi Arabia/59/2015
MK246044,4,1701,12/11/2015,A/Saudi Arabia/68/2015
MK398774,4,1752,11/14/2018,A/Michigan/409/2018
MK364459,4,1752,11/6/2018,A/Wisconsin/503/2018
MK182007,4,1752,9/7/2018,A/New York/42/2018
MK245950,4,1752,10/3/2018,A/Arkansas/09/2018
MK246056,4,1701,3/19/2015,A/Saudi Arabia/87/2015
MK246060,4,1701,3/11/2015,A/Saudi Arabia/91/2015
MK246073,4,1701,2/28/2015,A/Saudi Arabia/108/2015
MK363995,4,1752,11/1/2018,A/Wisconsin/501/2018
MK246094,4,1701,5/5/2014,A/Saudi Arabia/147/2014
MK398782,4,1752,11/12/2018,A/Minnesota/57/2018
MK398886,4,1752,11/24/2018,A/Indiana/35/2018
MK182023,4,1752,9/13/2018,A/Iowa/59/2018
MK182031,4,1752,9/15/2018,A/Michigan/396/2018
MK364692,4,1752,9/13/2018,A/New York/44/2018
MK364592,4,1752,9/18/2018,A/Florida/85/2018
MK364716,4,1752,9/18/2018,A/Missouri/51/2018
MK364271,4,1752,10/26/2018,A/North Dakota/39/2018
MK364676,4,1754,10/12/2018,A/Michigan/403/2018
MK364011,4,1752,10/26/2018,A/Iowa/64/2018
MF510836,4,1701,3/9/2017,A/Kerala/RGCB172171/2017
MF510841,4,1701,3/16/2017,A/Kerala/RGCB172302/2017
MH845655,4,1752,2/18/2018,A/New Jersey/13/2018
MG271883,4,1701,3/28/2017,A/India/Alap1729375/2017
MK271169,4,1701,10/15/2018,A/Arkansas/7499/2018
MH885183,4,1701,1/26/2018,A/Delaware/6769/2018
MH798038,4,1730,2018,A/New York/PV00741/2018
MK399184,4,1752,10/31/2018,A/California/76/2018
MK399192,4,1752,11/8/2018,A/New Mexico/25/2018
MK382026,4,1701,1/18/2018,A/Ohio/7038/2018
MK292587,4,1752,10/25/2018,A/Utah/40/2018
MK502480,4,1701,3/28/2018,A/Germany/7348/2018
MK577026,4,1701,12/24/2018,A/Texas/7895/2018
MK626485,4,1752,12/19/2018,A/Wisconsin/514/2018
MK557726,4,1752,12/17/2018,A/Virginia/60/2018
MK557294,4,1752,12/20/2018,A/Massachusetts/34/2018
MK623773,4,1752,12/19/2018,A/Oregon/29/2018
MK633161,4,1752,11/28/2018,A/California/NHRC-OID_BRD42151N/2018
MK631655,4,1753,1/14/2019,A/Vermont/02/2019
MK630746,4,1752,1/3/2019,A/New York/01/2019
MK302806,4,1701,1/22/2018,A/France/180130-1/2018
MK743466,4,1701,1/15/2019,A/Maryland/8005/2019
MK626141,4,1752,11/28/2018,A/California/94/2018
MK633784,4,1752,12/18/2018,A/Mexico/NHRC-OID_SAR30197N/2018
MK576818,4,1701,1/10/2019,A/Germany/7831/2019
MK159116,4,1776,3/20/2010,A/Germany/2688/2010
MK557057,4,1752,10/30/2018,A/Florida/97/2018
MK557022,4,1752,12/11/2018,A/District Of Columbia/33/2018
MK557158,4,1752,12/9/2018,A/Iowa/72/2018
MK557166,4,1752,12/11/2018,A/Iowa/73/2018
MK445950,4,1752,9/17/2018,A/Delaware/36/2018
MK475382,4,1752,11/9/2018,A/Oregon/24/2018
MK502283,4,1701,3/22/2018,A/Japan/7416/2018
MK502285,4,1701,3/5/2018,A/Montana/7422/2018
MK502287,4,1701,4/19/2018,A/Virginia/7443/2018
MK475271,4,1752,11/25/2018,A/Louisiana/23/2018
MK475247,4,1752,12/6/2018,A/Wisconsin/509/2018
MK475305,4,1752,11/26/2018,A/Hawaii/71/2018
MK557590,4,1752,12/21/2018,A/Pennsylvania/514/2018
MK623501,4,1752,12/20/2018,A/Connecticut/41/2018
MK676732,4,1752,1/21/2019,A/Texas/07/2019
MK633865,4,1752,1/8/2019,A/Virginia/NHRC-OID_FDX150047/2019
MK631666,4,1752,1/16/2019,A/Vermont/04/2019
MK623781,4,1752,1/2/2019,A/Tennessee/01/2019
MK633201,4,1752,12/13/2018,A/California/NHRC-OID_BRD42185N/2018
MK631266,4,1752,1/11/2019,A/Minnesota/02/2019
MK475430,4,1752,12/3/2018,A/New Mexico/27/2018
MK475199,4,1752,11/28/2018,A/New Hampshire/33/2018
MK623917,4,1752,12/17/2018,A/Wyoming/21/2018
MK576220,4,1701,1/4/2019,A/England/7822/2019
MK576222,4,1701,1/7/2019,A/England/7824/2019
MK577042,4,1701,1/8/2019,A/Texas/7901/2019
MK557193,4,1752,9/26/2018,A/Kentucky/28/2018
MK475438,4,1752,11/26/2018,A/Nevada/05/2018
MK399224,4,1752,11/3/2018,A/California/78/2018
MK475542,4,1752,12/1/2018,A/Alabama/40/2018
MK400735,4,1701,2/16/2018,A/Germany/7139/2018
MK623653,4,1752,12/27/2018,A/Montana/49/2018
MK631559,4,1752,1/7/2019,A/Rhode Island/02/2019
MK633833,4,1750,12/6/2018,A/Virginia/NHRC-OID_FDX130109/2018
MK623381,4,1752,11/27/2018,A/California/105/2018
MK633409,4,1752,11/26/2018,A/California/NHRC-OID_FDX12189/2018
MK576289,4,1701,1/9/2019,A/Virginia/7951/2019
MK398766,4,1752,11/23/2018,A/Wisconsin/506/2018
MK557510,4,1752,12/30/2018,A/North Dakota/46/2018
MK557497,4,1752,10/8/2018,A/North Dakota/31/2018
MK445897,4,1752,11/15/2018,A/Virginia/54/2018
MK633185,4,1752,12/9/2018,A/California/NHRC-OID_BRD42167N/2018
MK502808,4,1701,4/12/2018,A/New York/7424/2018
MK495317,4,1752,12/29/2018,A/Moscow/250/2018
MK626389,4,1752,12/17/2018,A/Pennsylvania/511/2018
MK633577,4,1752,12/20/2018,A/California/NHRC-OID_SAR42134N/2018
MK623517,4,1752,12/27/2018,A/Florida/126/2018
MK626173,4,1752,12/9/2018,A/Colorado/35/2018
MK631122,4,1752,1/9/2019,A/Indiana/02/2019
MK630834,4,1754,1/3/2019,A/California/04/2019
MK633097,4,1752,12/7/2018,A/California/NHRC-OID_BRD21747N/2018
MK557465,4,1752,10/22/2018,A/New York/48/2018
MK556846,4,1752,12/30/2018,A/Alabama/45/2018
MK445850,4,1752,9/28/2018,A/Wisconsin/494/2018
MK495309,4,1766,12/29/2018,A/Moscow/249/2018
MK633593,4,1752,12/28/2018,A/Illinois/NHRC-OID_18713/2018
MK631038,4,1753,1/8/2019,A/Florida/04/2019
MK633105,4,1752,12/13/2018,A/California/NHRC-OID_BRD21753N/2018
MK630850,4,1752,1/3/2019,A/California/06/2019
MK475048,4,1752,12/7/2018,A/Ohio/36/2018
MK475080,4,1752,11/27/2018,A/Maryland/57/2018
MK630899,4,1752,12/31/2018,A/California/123/2018
MK631298,4,1752,1/15/2019,A/Missouri/02/2019
MK630842,4,1752,1/3/2019,A/California/05/2019
MK399092,4,1752,11/4/2018,A/Maryland/50/2018
MK557598,4,1752,12/25/2018,A/Pennsylvania/516/2018
MK557214,4,1752,10/17/2018,A/Maine/39/2018
MK502592,4,1701,2/27/2018,A/Germany/7406/2018
MK475072,4,1752,11/18/2018,A/Connecticut/36/2018
MK576214,4,1701,1/7/2019,A/California/7813/2019
MK576216,4,1701,1/3/2019,A/Colorado/7815/2019
MK630694,4,1752,1/17/2019,A/Wisconsin/05/2019
MK399168,4,1752,11/4/2018,A/California/79/2018
MK475095,4,1752,12/1/2018,A/Georgia/28/2018
MK445836,4,1752,11/8/2018,A/Iowa/67/2018
MK557422,4,1753,12/11/2018,A/New Hampshire/35/2018
MK576986,4,1701,1/7/2019,A/Oklahoma/7869/2019
MK576970,4,1701,1/7/2019,A/New York/7863/2019
MK495285,4,1752,1/9/2019,A/Moscow/2/2019
MK631706,4,1752,1/2/2019,A/West Virginia/02/2019
MK633393,4,1752,4/11/2018,A/California/NHRC-OID_FDX120012/2018
MK400766,4,1701,3/12/2018,A/New Mexico/7170/2018
MK398862,4,1752,11/17/2018,A/Oklahoma/24/2018
MK364598,4,1752,11/1/2018,A/Iowa/65/2018
MK576243,4,1701,1/7/2019,A/South Dakota/7870/2019
MK576245,4,1701,12/22/2018,A/South Korea/7873/2018
MK557414,4,1752,12/11/2018,A/New Hampshire/34/2018
MK495325,4,1776,1/9/2019,A/Moscow/3/2019
